State,Year,HLp,Dr,NPr,LTFr,CLEARr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,CLEAR,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC
Nebraska,2018,2.291618115435407,5.282373961003651,7.0690592713431215,0.6214557601180766,1.2040705352287735,1.475957430280432,1.2429115202361531,99.33253597746827,0.6674640225317335,0,NA,NA,NA,NA,74.72527472527473,43.38235294117647,64.40677966101694,8.791208791208792,64.40677966101694,54.23728813559322,0,0,0,0,0,38,32,25919,25746,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,25564,182,59,76,38,16,31,38,0,32,NA
Nevada,2018,1.648828463986115,7.029216083309228,14.376627133352619,6.711021116575065,0.6653167486259763,1.214926236621348,1.0992189759907434,97.71333276802623,2.28666723197377,4.584900202487706,94.82649842271293,6.435331230283911,98.7358616101131,12.398921832884097,48.89336016096579,23.456790123456788,70.17543859649122,46.68008048289739,73.68421052631578,66.66666666666666,1585,1503,1484,1300,184,42,38,35379,34570,809,19,1,188,4,32773,211,1093,179,102,242,34073,497,57,185,40,232,23,42,0,38,0
New Hampshire,2018,1.4522467110883308,25.286178028361526,33.40167435503161,5.552708012984794,2.648214590808133,0.9396890483512728,0.5125576627370579,98.84319851389006,1.1568014861099385,0,NA,NA,NA,NA,75.70332480818415,5.743243243243244,41.17647058823529,16.624040920716112,64.70588235294117,35.294117647058826,0,0,0,0,0,11,6,11843,11706,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,11315,391,17,278,7,65,31,11,0,6,NA
New Jersey,2018,1.141389641889,3.780853188757312,7.663616166968999,1.8853311049059374,2.0076228522511874,0.7031775472351874,0.36687524203574995,99.3258563446433,0.6741436553567091,0,NA,NA,NA,NA,49.33510638297872,30.18867924528302,68.75,24.601063829787233,61.60714285714286,32.142857142857146,0,0,0,0,0,69,36,98792,98126,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,97374,752,112,258,77,185,197,69,0,36,NA
New Mexico,2018,1.7189514396218306,11.220933008642506,21.152652437568637,7.066800362889748,2.9126677171369906,0.8594757198109153,0.5729838132072769,96.56492069347105,3.4350793065289564,0,NA,NA,NA,NA,53.04740406320542,15.319148936170212,38.88888888888889,33.40857787810384,50,33.33333333333333,0,0,0,0,0,18,12,21688,20943,745,0,0,0,0,0,0,0,0,0,234,20500,443,36,198,14,148,61,18,0,12,0
New York,2018,1.6944863672923463,4.29721742745339,11.305613042574535,6.023334206935194,0.9895800384987303,1.2381047057016077,0.7636485228597507,97.51396795741756,2.486032042582442,2.8756563310529315,298.27152734129476,1.4613450659962288,92.38752502370667,5.3715002566003305,38.00959232613909,39.43217665615142,44,53.27737809752199,73.06666666666666,45.06666666666666,6364,18982,17537,16595,942,274,169,226948,221306,5642,12395,316,NA,22,202209,1467,4200,604,93,950,218804,2502,375,575,165,1333,219,273,1,168,1
North Carolina,2018,1.8836472745457578,3.908984830805134,7.026171028504751,1.775295882647108,1.350225037506251,1.325220870145024,0.916819469911652,99.28092081854216,0.7190791814578523,2.7337889648274714,94.7560975609756,5.2439024390243905,89.63963963963964,12.52692031586504,55.63463819691577,48.18763326226013,52.21238938053098,25.26690391459075,70.35398230088495,48.67256637168141,3280,3108,2786,2437,349,159,110,120849,119980,869,0,0,0,0,116700,322,2437,349,172,468,119137,843,226,242,118,213,162,158,1,109,1
North Dakota,2018,1.8948755972977427,6.343713956170704,24.303839182731917,13.181743285549514,4.860767836546383,1.5653320151590047,1.1534025374855825,99.49995901303386,0.5000409869661447,10.108749382105783,99.26650366748166,3.341483292583537,85.55008210180624,7.485604606525912,26.101694915254235,29.87012987012987,47.82608695652174,54.23728813559322,82.6086956521739,60.86956521739131,1227,1218,1042,964,78,19,14,12199,12138,61,32,0,0,0,10879,176,932,78,41,76,11843,295,23,53,11,160,59,16,3,11,3
Ohio,2018,2.10266766505563,23.832754721547804,33.12836105375417,6.981159190094771,2.3220106948635912,1.187477782063791,0.6580290894238842,97.28697571743929,2.7130242825607063,3.368050040465007,105.54682236694364,0,8.446808510638299,15.113350125944585,71.94063926940639,8.822596001269439,66.18705035971223,21.073059360730596,56.4748201438849,31.294964028776977,4453,4700,397,337,60,157,87,135900,132213,3687,201,46,17,0,127496,4320,119,14,0,3150,127833,4380,278,2872,184,923,307,148,9,86,1
Oklahoma,2018,1.4871913030728303,1.5081376594541378,14.390146833958234,6.891351249450158,6.011604281435244,1.1311032445906035,0.5864979786766092,99.31351542510038,0.6864845748996276,4.5118451645336295,113.23119777158774,NA,125.74825748257483,11.313987610042386,10.480349344978166,98.61111111111111,67.6056338028169,47.88937409024746,76.05633802816901,39.436619718309856,2154,2439,3067,2720,347,54,28,48071,47741,330,269,16,801,167,44334,340,1650,164,NA,71,47054,687,71,0,48,329,287,33,21,19,9
Oregon,2018,2.449348425758585,24.92152573004851,28.536098164177684,1.7835061352611052,1.8548463806715494,1.9024065442785123,1.4505849900123657,98.68350034027175,1.316499659728252,0,NA,NA,NA,NA,87.33333333333333,9.82824427480916,70.87378640776699,6.25,77.66990291262135,59.22330097087378,0,0,0,0,0,80,61,42613,42052,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,40852,1200,103,944,73,75,78,80,0,61,0
Pennsylvania,2018,1.4635182067731318,6.544125453084005,8.4095424420279965,1.3497732684228887,0.5232267164111196,0.8265465520117689,0.5763076876412333,97.6663580818367,2.3336419181633032,3.994722234860549,120.34927866362946,13.078967350037965,85.06309148264984,6.119043204153533,77.81785392245266,22.363847045191193,70.98445595854922,16.05049594229035,56.476683937823836,39.37823834196891,5268,6340,5393,5063,330,109,76,135025,131874,3151,1740,21,230,6,125753,1183,3093,303,689,862,130765,1109,193,669,137,178,69,109,0,76,0
Rhode Island,2018,3.9144287664997726,19.66317705962676,28.12926718252162,5.188893946290396,3.368229403732362,2.6399635867091487,2.0937642239417387,99.29494712103408,0.7050528789659225,9.112426035502958,96.6033966033966,13.086913086913087,104.55015511892452,15.924826904055392,69.90291262135922,19.90740740740741,79.06976744186046,18.446601941747574,67.44186046511628,53.48837209302325,1001,967,1011,850,161,29,23,11063,10985,78,87,10,58,3,9826,17,705,148,131,215,10676,309,43,172,34,57,37,29,0,23,NA
South Carolina,2018,1.9485279932090904,6.7330323725739865,13.90978894162133,6.848786510784427,0.34726241463132307,1.2732955203148513,0.9260331056835281,97.6949318657293,2.30506813427069,3.871975923139252,93.27354260089686,13.951170901843549,96.15384615384616,3.3888888888888893,48.40499306518724,28.939828080229223,50.495049504950494,49.237170596393895,65.34653465346535,47.524752475247524,2007,1872,1800,1739,61,66,48,53057,51834,1223,140,5,299,9,49374,380,1300,47,280,348,51113,721,101,247,51,355,18,56,10,42,6
South Dakota,2018,1.2373174956693886,4.86678214963293,20.20951909593335,12.208199290604636,3.217025488740411,0.08248783304462591,0.08248783304462591,96.38257274606455,3.617427253935443,4.347108801451785,102.46679316888046,8.918406072106261,67.03703703703704,5.248618784530387,24.081632653061224,25.423728813559322,80,60.40816326530612,6.666666666666667,6.666666666666667,527,540,362,343,19,1,1,12578,12123,455,55,5,0,1,11535,179,288,13,47,58,11878,245,15,43,12,148,39,1,0,1,0
Tennessee,2018,1.424368374352029,16.613739317237194,26.876196702937467,7.7873254564983885,2.4868070798113298,0.8172605426610003,0.6071078316910288,99.0391175144248,0.9608824855751997,0,NA,NA,NA,NA,61.81581233709817,8.573436401967674,64.75409836065575,28.974804517810597,57.377049180327866,42.62295081967213,0,0,0,0,0,70,52,86483,85652,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422,83350,2302,122,1300,79,667,213,66,4,50,2
Texas,2018,1.2103639429891686,5.0889079558566825,11.912670896664507,5.640295974329526,1.1861566641293853,0.5971128785413231,0.44111041477827473,98.71098437782096,1.2890156221790339,3.433399051612608,90.0039169604387,13.019976498237368,86.94403342327443,12.603864250675741,42.71844660194174,23.78435517970402,65.11111111111111,47.347030932490405,49.333333333333336,36.44444444444444,12765,11489,9989,8730,1259,222,164,376644,371789,4855,373,13,8,0,358630,1508,8349,1246,1662,1891,367360,4429,450,1441,293,2097,441,218,4,162,2
Utah,2018,1.8212648370281983,10.048357721534886,11.702149929870837,0.9001653792208336,0.7745609077016475,1.3397810295379848,1.1304402436726748,99.05854053045228,0.9414594695477263,4.036090351483179,108.35062240663899,3.7344398340248963,98.80325514600288,20.49418604651163,85.86762075134168,18.125,91.95402298850574,7.6923076923076925,73.5632183908046,62.06896551724138,1928,2089,2064,1641,423,64,54,48223,47769,454,76,157,38,1,45569,64,1527,265,72,479,47210,559,87,392,80,43,37,64,0,54,NA
Vermont,2018,1.8986140117714068,4.556673628251376,4.366812227074235,0,0,1.8986140117714068,1.8986140117714068,98.8736624741881,1.1263375258119017,4.556673628251376,143.33333333333334,2.9166666666666665,100,4.651162790697675,104.34782608695652,41.66666666666667,100,0,100,100,240,344,344,328,16,10,10,5327,5267,60,109,2,0,0,4916,0,219,14,7,23,5244,23,10,13,10,0,0,10,0,10,NA
Virginia,2018,1.491508686752317,9.566228128825205,15.30596500612033,3.19902897641359,2.550994167686721,0.6891798759476223,0.19543906929857946,98.0840631179628,1.915936882037209,3.877922585556024,90.50397877984085,15.862068965517242,104.80656506447832,10.626398210290827,62.5,15.591397849462366,80,20.900537634408604,46.206896551724135,13.10344827586207,3770,3412,3576,3196,380,67,19,99116,97217,1899,70,170,664,10,92533,510,2462,200,598,929,95729,1488,145,784,116,311,248,67,0,19,NA
Washington,2018,2.0872318986612926,7.5332277721798375,12.343457607600403,3.1188522623674486,1.7033731586776066,1.6194040593061754,1.1755673912000384,99.5379159651825,0.4620840348174947,4.979367592725876,128.4268850879306,6.1912792098289575,94.7664603263928,9.758511480601742,61.03012633624878,27.70700636942675,63.793103448275865,25.267249757045672,77.58620689655173,56.32183908045977,4151,5331,5052,4559,493,135,98,83751,83364,387,1313,124,0,0,77776,279,3246,369,257,627,82335,1029,174,453,111,260,142,135,0,98,0
West Virginia,2018,0.767585942211744,13.5424091233072,26.865507977411042,12.665168046493777,0.7127583749109052,0.49344810570754977,0.4386205384067109,98.14356435643565,1.8564356435643563,0,NA,NA,NA,NA,50.40816326530613,5.668016194331984,42.857142857142854,47.14285714285714,64.28571428571429,57.14285714285714,0,0,0,0,0,9,8,18584,18239,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,17749,490,14,232,6,231,13,9,0,8,0
Wisconsin,2018,1.9399875968006106,6.964873503267766,10.463211792580342,2.0671998982301587,1.4470399287611113,1.0813045621511599,0.7155691955412089,98.43011425888245,1.5698857411175458,0,NA,NA,NA,NA,66.56534954407294,27.85388127853881,54.91803278688525,19.756838905775076,55.73770491803278,36.885245901639344,0,0,0,0,0,68,45,63890,62887,1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,62229,658,122,315,67,130,91,68,0,45,NA
Wyoming,2018,2.8808676495509236,5.592272496187086,6.100660904931368,0,0.6778512116590408,2.3724792408066433,2.0335536349771224,98.53063950576056,1.469360494239439,2.457210642264023,92.41379310344827,7.586206896551724,99.25373134328358,17.293233082706767,91.66666666666666,51.515151515151516,88.23529411764706,0,82.35294117647058,70.58823529411765,145,134,133,110,23,14,12,5989,5901,88,0,0,0,1,5756,2,110,22,11,32,5865,36,17,15,15,0,4,10,4,9,3
US,2018,1.7469829777802885,10.493577012832937,16.366557878589028,4.231925027486734,1.641327446319385,1.1641121024201364,0.815638974234174,98.31663246381997,1.6833675361800249,3.3698410766977673,109.97904408801482,7.382122995083421,91.93263515840852,8.894079382667826,64.1159680042484,16.648116992364436,64.30348258706468,25.857147598659097,66.63557213930348,46.6884328358209,124070,136451,125443,114286,11157,4286,3003,3744815,3681776,63039,20246,1294,7451,374,2525366,18833,86589,9489,9159,38634,3621518,60258,6432,32202,4136,15581,6043,4170,116,2944,59
State average,2018,1.8532572924695119,10.876231270050155,17.874872343684455,5.272440132584483,1.7645686074520537,1.22015864739662,0.8634103363572488,98.11546095892697,1.8845390410730285,3.751740135568542,105.88146149416599,13.262290082784867,88.66443974084376,11.283418048796655,60.520227188334665,26.44118236625886,65.37324591152286,28.63043630100207,64.20128896746105,45.42196239103343,2465.64,2711.82,2493.6,2272.08,221.52,85.18,59.74,74305.24,73060.02,1245.22,576.6571428571428,36.65714285714286,231.65625,11.333333333333334,71960.25714285714,534.2285714285714,2457.3714285714286,269.1142857142857,269.3235294117647,764.36,71872.54,1187.48,127.88,636.48,82.22,305.4,117.72,82.92,2.26,59.816326530612244,1.9310344827586208
State median,2018,1.7932685584520471,7.986198635985392,14.72016013555211,3.8148312262678576,1.4022860262713026,1.1902450691315973,0.7475173717716765,98.49751954034043,1.5024804596595707,3.2398173805942987,99.26650366748166,7.0107690634178175,92.61016949152543,10.724198513779358,66.18790063563259,23.620572651580403,66.96119196119196,20.986798497569602,64.97842380195321,43.844808743169395,774,717,379.5,340,60,57.5,38,49933,49237.5,711,109,6,10.5,0,44334,211,1093,98,98,456,48500,732,86,323.5,58,172,77,55,0,38,1
State SD,2018,0.6847021277706374,8.253895235801911,9.46427826162155,5.059776801726538,1.2678994694983325,0.5916090992313646,0.4785038211840955,1.4229133639904,1.4229133639903995,7.3882181116142505,40.158682635268264,17.960422626607585,26.271745394785984,5.9481562730764965,22.918802443072973,19.01806025983365,15.162126086285165,21.787699619166055,17.299367953435496,17.325894065951967,4755.611382657034,5262.108484403629,5534.925890402228,5190.176784531898,396.235512321258,119.00243351996407,94.49928409187845,86587.59336131527,85484.88732781117,1722.4277632434507,2091.6010324609224,69.65036331020606,749.8730477231549,32.962731480668694,94635.93609734184,922.1793906672543,4814.8034049763055,419.3976613183814,363.2438633729066,1142.3421832679862,84507.03403453877,1462.5319984638327,154.66958066689608,1078.1307943825361,100.85477334327041,404.17822902319534,124.81726071112348,119.48133489275679,6.160473080164264,95.40389437137506,3.788431964384272
Alabama,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2019,1.7108639863130881,9.409751924721984,14.970059880239521,3.3147989734816083,2.352437981180496,0.8554319931565441,0.6415739948674081,96.29324546952223,3.706754530477759,3.2292557741659538,86.75496688741721,28.47682119205298,96.94656488549617,18.11023622047244,62.857142857142854,18.181818181818183,75,22.142857142857142,50,37.5,302,262,254,208,46,8,6,9712,9352,360,46,NA,NA,NA,9004,8,162,46,86,87,9212,140,16,71,12,31,22,8,0,6,NA
Arizona,2019,2.3380345425748548,6.071347763783091,10.772557005304574,3.3185006410739875,1.395278678633381,1.2821479749604043,0.9427558639414737,98.88380649331279,1.1161935066872173,4.546597279835081,104.34061376831629,5.225324854852087,96.68786433492316,11.510002740476843,56.35939323220537,38.50931677018634,66.66666666666666,30.80513418903151,54.83870967741935,40.32258064516129,3617,3774,3649,3229,420,102,75,80452,79554,898,296,50,122,1,75468,248,2811,369,189,482,78697,857,186,296,124,264,111,102,0,75,0
Arkansas,2019,1.7962163571573428,4.258771040356926,21.438711359619898,13.616478836515341,3.5924327143146857,0.9270794101457253,0.66633832604224,98.96780112968432,1.0321988703156808,0,NA,NA,NA,NA,19.864864864864863,42.17687074829932,48.38709677419355,63.51351351351351,51.61290322580645,37.096774193548384,0,0,0,0,0,32,23,34877,34517,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,33777,740,62,84,30,470,124,11,21,5,18
California,2019,2.0873588181214684,4.487251142344183,6.157138196841359,0.7071926050466176,0.9649757159184493,1.644793123350359,1.282071754955481,99.52886737446303,0.47113262553697766,3.0245030831316315,98.2802836023533,2.3834665862120983,96.62317728319263,15.432883240667197,72.87884401630234,46.517539400101676,68.52459016393443,11.48573545757688,78.79781420765028,61.420765027322396,13258,13030,12590,10647,1943,721,562,440428,438353,2075,86,2,NA,NA,425007,440,10561,1941,316,1966,435654,2699,915,1051,627,310,423,721,0,562,NA
Colorado,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2019,2.6317278849963213,11.206067123210142,13.045446827777463,0.8772426283321071,0.9904352255362499,1.6978889580621428,1.1319259720414285,99.36452592509279,0.6354740749072095,0,NA,NA,NA,NA,85.90021691973969,23.484848484848484,75.26881720430107,6.724511930585683,64.51612903225806,43.01075268817204,0,0,0,0,0,60,40,35564,35338,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,34877,461,93,302,70,31,35,60,0,40,NA
Delaware,2019,1.48574612313121,2.1357600520011144,9.657349800352865,6.964434952177546,0.6500139288699044,0.5571547961742037,0.27857739808710186,97.31610337972168,2.68389662027833,2.4050515368186463,131.66023166023166,16.216216216216218,89.44281524926686,8.19672131147541,22.115384615384613,69.56521739130434,43.75,72.11538461538461,37.5,18.75,259,341,305,280,25,6,3,11066,10769,297,122,2,1,0,10385,37,157,23,42,22,10665,104,16,6,7,75,7,6,0,3,0
District of Columbia,2019,0.6090133982947624,2.0554202192448234,27.557856272838002,25.197929354445797,0.3806333739342265,0.1522533495736906,0,98.02253563166929,1.9774643683307214,4.811205846528624,100.31645569620254,5.69620253164557,52.83911671924291,6.865671641791045,7.458563535911603,29.629629629629626,75,91.4364640883978,25,0,632,634,335,312,23,2,0,13401,13136,265,37,1,4,0,12462,303,271,22,36,26,12774,362,8,18,6,331,5,2,0,0,0
Florida,2019,1.2284659949140553,38.364467218600026,45.185560505535264,4.641402650044932,2.184470660216822,0.7552436855891856,0.46366226267184185,95.08840507249671,4.9115949275032955,4.518556050553527,100,NA,0,NA,84.90426319686873,3.202093197109394,62.64591439688716,10.271871363588279,61.478599221789885,37.7431906614786,9453,9453,0,0,0,158,97,220010,209204,10806,NA,NA,NA,NA,199751,9453,NA,NA,NA,8025,199751,9453,257,7768,161,971,457,158,0,97,0
Georgia,2019,1.3255203071327541,5.625378864417054,20.38391594261467,10.450596080016165,4.316023439078602,0.7516670034350373,0.47686401293190545,97.17487943953127,2.825120560468733,0,NA,NA,NA,NA,27.59714512291832,23.563218390804597,57.3170731707317,51.268834258524976,56.70731707317073,35.97560975609756,0,0,0,0,0,93,59,127322,123725,3597,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,121203,2522,164,531,94,1293,534,85,8,56,3
Hawaii,2019,3.8603052053803006,11.098377465468364,15.079317208516798,3.076180710537427,0.9650763013450752,1.6285662585198142,0.9650763013450752,99.22791477136701,0.7720852286329902,4.765064237891308,110.00000000000001,13.164556962025317,99.76985040276179,12.572087658592848,73.6,34.78260869565217,81.25,20.4,42.1875,25,790,869,867,758,109,27,16,16708,16579,129,176,7,34,1,15570,37,548,101,104,183,16329,250,64,119,52,51,16,27,0,16,NA
Idaho,2019,2.3314459723081318,27.311224247038112,36.684588666317744,7.7080458676309656,1.71289908169577,1.4274159014131418,1.1419327211305135,97.79442557349589,2.2055744265041177,3.9967645239567964,71.78571428571429,73.69047619047619,102.1558872305141,21.59090909090909,74.44876783398185,8.536585365853659,71.42857142857143,21.011673151750973,61.224489795918366,48.97959183673469,840,603,616,483,133,30,24,21491,21017,474,286,96,29,3,19763,19,168,34,619,573,20246,771,49,524,35,162,36,30,0,24,0
Illinois,2019,2.2923945572214115,10.474252944731916,14.94110536169711,3.626553447437088,0.8476700131204575,1.3120457594386212,1.1425117568145298,98.45780929088257,1.5421907091174314,3.290433859625846,94.95967741935483,21.975806451612904,103.39702760084926,13.00479123887748,70.10360138135175,21.885995777621392,62.70096463022507,24.272323630981745,57.234726688102896,49.839228295819936,4464,4239,4383,3813,570,178,155,137791,135666,2125,560,196,613,7,129826,476,2640,367,981,1420,133639,2027,311,1109,195,492,115,178,0,155,0
Indiana,2019,2.1886088735786995,35.87246496930768,46.47880027972753,5.270791784298997,5.348493874485224,1.5799425004532621,1.100779610971535,98.21424028897763,1.78575971102236,0,NA,NA,NA,NA,77.18027305656172,6.101083032490974,66.27218934911244,11.34020618556701,72.18934911242604,50.29585798816568,0,0,0,0,0,122,85,78622,77218,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,2769,73629,3589,169,2600,112,407,413,121,1,84,1
Iowa,2019,1.5401242907322343,9.673061334774385,16.23885436368549,3.9989192110240475,2.593893542285869,0.9727100783572007,0.7025128343690894,98.47013436211255,1.529865637887455,4.8068089705485,91.28724002248454,14.165261382799327,87.6231527093596,10.400562192550948,59.567387687188024,15.921787709497206,59.64912280701754,24.625623960066555,63.1578947368421,45.614035087719294,1779,1624,1423,1275,148,36,26,37585,37010,575,91,6,0,0,35134,201,1184,142,252,357,36409,601,57,300,34,148,96,36,0,26,0
Kansas,2019,1.8025399426464566,14.502253174928308,17.178751877645773,1.0651372388365423,1.6386726751331422,1.4748054076198278,1.3109381401065137,99.01297998918335,0.9870200108166577,0,NA,NA,NA,NA,84.41971383147853,12.429378531073446,66.66666666666666,6.200317965023848,81.81818181818183,72.72727272727273,0,0,0,0,0,54,48,36980,36615,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,35986,629,66,464,44,39,60,54,0,48,NA
Kentucky,2019,1.1860488491305659,14.514021509699466,20.946828827017793,3.0555834757262037,3.3973263644587397,0.02010252286661976,0.02010252286661976,98.2694928982043,1.7305071017956974,0,NA,NA,NA,NA,69.28982725527831,8.171745152354571,67.79661016949152,14.587332053742802,1.694915254237288,1.694915254237288,0,0,0,0,0,1,1,50621,49745,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,48703,1042,59,662,40,152,169,1,0,1,NA
Louisiana,2019,1.7853770750716724,3.347582015759386,9.613568865770546,2.5063947400044633,3.776759197267,1.0643594101388818,0.8068531012343135,99.01412520609883,0.9858747939011746,3.7716090710889083,103.04961310878471,3.3682294037323626,83.03886925795054,2.7127659574468086,34.82142857142857,53.333333333333336,53.84615384615385,26.071428571428573,59.61538461538461,45.19230769230769,2197,2264,1880,1829,51,62,47,58831,58251,580,135,6,49,2,55862,435,1645,43,74,194,57691,560,104,90,56,146,220,53,9,42,5
Maine,2019,1.4231077114649116,15.476296362180912,20.27928488837499,3.9135462065285065,0.9783865516321266,0.8894423196655696,0.7115538557324558,97.66330785267547,2.336692147324531,0,NA,NA,NA,NA,76.31578947368422,9.195402298850574,37.5,19.298245614035086,62.5,50,0,0,0,0,0,10,8,11512,11243,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,11015,228,16,157,6,44,11,10,0,8,NA
Maryland,2019,1.329606406285412,10.757724559945608,16.37833345924303,4.4420941300899,1.193623932915313,0.9216589861751152,0.74034902168165,99.07489184617458,0.9251081538254271,3.219762786129788,85.64054434537776,37.16564992961051,89.36986301369862,6.008583690987124,65.68265682656826,12.359550561797752,71.5909090909091,27.121771217712176,69.31818181818183,55.68181818181818,2131,1825,1631,1533,98,61,49,66803,66185,618,479,7,0,0,63568,194,1054,91,792,711,65101,1084,88,623,63,294,79,61,0,49,0
Massachusetts,2019,2.0042102834731956,18.484874700810334,21.354211725351096,0.7497765089252242,2.1339792946333307,1.5716469129394124,1.2832713325835567,99.18482924317831,0.815170756821692,2.2623064278916862,105.92734225621415,0,11.492178098676293,5.2356020942408374,86.56313301823091,10.842433697347893,71.94244604316546,3.5111411208642807,78.41726618705036,64.02877697841727,1569,1662,191,181,10,109,89,69924,69354,570,93,0,0,0,67692,1471,88,10,0,1281,67873,1481,139,1142,100,52,148,109,0,89,NA
Michigan,2019,1.6463803424090446,4.891557780336699,10.944146784800008,5.062857469142265,0.9992481846991311,0.9231149896744354,0.6376155083318266,99.21068781570128,0.7893121842987301,0,NA,NA,NA,NA,44.69565217391304,33.65758754863813,64.73988439306359,46.26086956521739,56.06936416184971,38.72832369942196,0,0,0,0,0,97,67,105915,105079,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,103929,1150,173,340,112,532,105,97,0,67,NA
Minnesota,2019,2.825034148764436,9.282255060226003,14.839190363839563,3.78740841922265,1.7850490500434621,1.8471377126536694,1.288339749161803,98.73409961685824,1.2659003831417623,5.477772258785546,93.8509492774157,8.727684896571267,90.97222222222221,11.583139727846001,62.55230125523013,30.434782608695656,77.47252747252747,25.523012552301257,65.38461538461539,45.604395604395606,3529,3312,3013,2664,349,119,83,65250,64424,826,87,4,NA,NA,60804,299,2577,345,308,597,63468,956,182,415,141,244,115,119,0,83,NA
Mississippi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2019,1.2737961926091825,11.520156774916014,16.559350503919372,4.297312430011198,0.7558790593505039,0.8958566629339306,0.6298992161254199,98.05509422567495,1.9449057743250477,3.4742441209406496,72.15954875100725,27.84045124899275,79.34115019542155,7.670654468684026,69.56889264581572,11.057108140947753,51.64835164835166,25.95097210481826,70.32967032967034,49.45054945054945,2482,1791,1421,1312,109,64,45,72857,71440,1417,0,0,0,13,68945,383,1312,96,691,822,70257,1183,91,731,47,307,54,64,0,45,0
Montana,2019,1.1108025548458762,3.8878089419605666,17.957974636674997,13.792465056002962,0.3702675182819587,0.8331019161344071,0.5554012774229381,97.1056179775281,2.89438202247191,6.387114690363788,112.75362318840581,3.1884057971014492,90.3598971722365,9.103840682788052,21.649484536082475,28.57142857142857,50,76.80412371134021,75,50,690,778,703,639,64,9,6,11125,10803,322,98,12,31,2,9970,108,510,50,22,41,10609,194,12,29,6,149,4,9,0,6,0
Nebraska,2019,2.037554934079105,4.714342788653616,7.351178585697164,0.9188973232121455,1.7578905313623652,1.1186576108669595,0.998801438274071,99.38455429819338,0.6154457018066309,4.250898921294446,109.58646616541354,0.18796992481203006,89.96569468267582,4.671115347950429,64.13043478260869,43.22033898305085,52.94117647058824,12.5,54.90196078431373,49.01960784313725,1064,1166,1049,1000,49,28,25,25185,25030,155,103,1,16,0,23846,133,881,48,2,117,24846,184,51,66,27,23,44,28,0,25,0
Nevada,2019,1.599052413384661,7.106899615042938,15.694403316553155,7.758365413088541,0.8587503701510216,1.0660349422564406,0.9475866153390583,97.22182236936807,2.7781776306319275,4.770506366597572,94.04096834264432,6.021104903786468,98.61386138613861,13.721552878179386,45.28301886792453,22.5,74.07407407407408,49.43396226415094,66.66666666666666,59.25925925925925,1611,1515,1494,1289,205,36,32,34735,33770,965,1,0,204,3,31951,228,1084,202,97,239,33240,530,54,185,40,262,29,36,0,32,0
New Hampshire,2019,1.829108962633917,18.639491333507536,32.227157913073775,11.061754202595592,2.6130128037627385,1.219405975089278,0.7839038411288215,98.3636052090473,1.6363947909527072,0,NA,NA,NA,NA,57.83783783783784,9.813084112149532,42.857142857142854,34.32432432432432,66.66666666666666,42.857142857142854,0,0,0,0,0,14,9,11672,11481,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,11111,370,21,192,9,127,30,14,0,9,NA
