State,Year,Unknw,ParFamContUnr,UnatoCont,NoInPaOut,NoInReOut,PaInNoOut,PaInPaOut,PaInReOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,ToEnrEINPC,ToEnrEI6NPC,ToEnrEIPC,ToEnrEI6PC,HL3,TotNoPas,TNscr,Birth,TotPas,Tscr,HL,NHL,PerD,PerDHL,PerEI,PerEI6,PerHL3,HLp,LTF,PerLTF,NPIS,PerNPIS,PerNPOS,PerTNscr,PerOPS,Dr,EIr,LTFr,NPr,CLEARr,PerReDirDiag,ReferOP,PerReferOP,EI,EI6,NPOS,OPS,POS,PerTscr
Connecticut,2019,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,0,NA,60,40,70,461,226,35564,34877,35338,93,302,85.68329718004338,23.544303797468356,64.51612903225806,NA,75.26881720430107,2.6317278849963213,NA,NA,NA,NA,NA,0.6354740749072095,NA,11.177768973909105,1.6978889580621428,NA,13.045446827777463,NA,NA,NA,NA,60,NA,NA,NA,NA,99.36452592509279
Delaware,2019,46,0,29,122,2,10385,1,0,37,157,23,42,22,0,0,6,3,7,104,297,11066,10665,10769,16,6,21.153846153846153,72.72727272727273,37.5,18.75,43.75,1.48574612313121,75,72.11538461538461,259,2.4050515368186463,8.19672131147541,2.68389662027833,89.44281524926686,2.042900919305414,0.5571547961742037,6.964434952177546,9.657349800352865,0.6500139288699044,16.216216216216218,341,131.66023166023166,6,3,25,305,280,97.31610337972168
District of Columbia,2019,330,0,1,37,1,12462,4,0,303,271,22,36,26,0,0,2,0,6,362,265,13401,12774,13136,8,18,7.18232044198895,30.76923076923077,25,0,75,0.6090133982947624,331,91.4364640883978,632,4.811205846528624,6.865671641791045,1.9774643683307214,52.83911671924291,1.9792935444579778,0.1522533495736906,25.197929354445797,27.557856272838002,0.3806333739342265,5.69620253164557,634,100.31645569620254,2,0,23,335,312,98.02253563166929
Florida,2019,1,298,672,NA,NA,199751,NA,NA,9453,NA,NA,NA,8025,0,0,158,97,161,9453,10806,220010,199751,209204,257,7768,84.89368454458902,3.202492211838006,61.478599221789885,37.7431906614786,62.64591439688716,1.2284659949140553,971,10.271871363588279,NA,NA,NA,4.9115949275032955,NA,38.359687195273516,0.7552436855891856,4.641402650044932,45.185560505535264,2.184470660216822,NA,NA,NA,158,97,NA,NA,NA,95.08840507249671
Georgia,2019,915,204,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,8,3,85,56,94,2522,3597,127322,121203,123725,164,531,27.557494052339415,23.597122302158276,56.70731707317073,35.97560975609756,57.3170731707317,1.3255203071327541,1293,51.268834258524976,NA,NA,NA,2.825120560468733,NA,5.617296423519903,0.7516670034350373,10.450596080016165,20.38391594261467,4.316023439078602,NA,NA,NA,93,59,NA,NA,NA,97.17487943953127
Hawaii,2019,33,6,12,176,7,15570,34,1,37,548,101,104,183,0,NA,27,16,52,250,129,16708,16329,16579,64,119,73.2,34.97267759562842,42.1875,NA,81.25,3.8603052053803006,51,20.4,790,4.765064237891308,12.572087658592848,0.7720852286329902,99.76985040276179,11.038060196634296,1.6285662585198142,3.076180710537427,15.079317208516798,0.9650763013450752,13.164556962025317,869,110.00000000000001,27,NA,109,867,758,99.22791477136701
Idaho,2019,11,119,32,286,96,19763,29,3,19,168,34,619,573,0,0,30,24,35,771,474,21491,20246,21017,49,524,74.31906614785993,8.55148342059337,61.224489795918366,48.97959183673469,71.42857142857143,2.3314459723081318,162,21.011673151750973,840,3.9967645239567964,21.59090909090909,2.2055744265041177,102.1558872305141,27.26364371699101,1.4274159014131418,7.7080458676309656,36.684588666317744,1.71289908169577,73.69047619047619,603,71.78571428571429,30,24,133,616,483,97.79442557349589
Illinois,2019,386,76,30,560,196,129826,613,7,476,2640,367,981,1420,0,0,178,155,195,2027,2125,137791,133639,135666,311,1109,70.05426739023187,21.901408450704228,57.234726688102896,49.839228295819936,62.70096463022507,2.2923945572214115,492,24.272323630981745,4464,3.290433859625846,13.00479123887748,1.5421907091174314,103.39702760084926,10.466881901139564,1.3120457594386212,3.626553447437088,14.94110536169711,0.8476700131204575,21.975806451612904,4239,94.95967741935483,178,155,570,4383,3813,98.45780929088257
Indiana,2019,22,330,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,2769,1,1,121,84,112,3589,1404,78622,73629,77218,169,2600,77.15241014210086,6.103286384976526,72.18934911242604,50.29585798816568,66.27218934911244,2.1886088735786995,407,11.34020618556701,NA,NA,NA,1.78575971102236,NA,35.85951462094331,1.5799425004532621,5.270791784298997,46.47880027972753,5.348493874485224,NA,NA,NA,122,85,NA,NA,NA,98.21424028897763
Iowa,2019,1,53,94,91,6,35134,0,0,201,1184,142,252,357,0,0,36,26,34,601,575,37585,36409,37010,57,300,59.40099833610649,15.966386554621847,63.1578947368421,45.614035087719294,59.64912280701754,1.5401242907322343,148,24.625623960066555,1779,4.8068089705485,10.400562192550948,1.529865637887455,87.6231527093596,9.646041610375574,0.9727100783572007,3.9989192110240475,16.23885436368549,2.593893542285869,14.165261382799327,1624,91.28724002248454,36,26,148,1423,1275,98.47013436211255
Kansas,2019,35,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,0,NA,54,48,44,629,365,36980,35986,36615,66,464,84.26073131955485,12.452830188679245,81.81818181818183,NA,66.66666666666666,1.8025399426464566,39,6.200317965023848,NA,NA,NA,0.9870200108166577,NA,14.474941963676088,1.4748054076198278,1.0651372388365423,17.178751877645773,1.6386726751331422,NA,NA,NA,54,NA,NA,NA,NA,99.01297998918335
Kentucky,2019,36,71,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,0,NA,1,1,40,1042,876,50621,48703,49745,59,662,69.19385796545106,8.183079056865465,1.694915254237288,NA,67.79661016949152,1.1860488491305659,152,14.587332053742802,NA,NA,NA,1.7305071017956974,NA,14.493918986832847,0.02010252286661976,3.0555834757262037,20.946828827017793,3.3973263644587397,NA,NA,NA,1,NA,NA,NA,NA,98.2694928982043
Louisiana,2019,2,40,104,135,6,55862,49,2,435,1645,43,74,194,9,5,53,42,56,560,580,58831,57691,58251,104,90,34.64285714285714,53.608247422680414,59.61538461538461,45.19230769230769,53.84615384615385,1.7853770750716724,146,26.071428571428573,2197,3.7716090710889083,2.7127659574468086,0.9858747939011746,83.03886925795054,3.330414928499082,1.0643594101388818,2.5063947400044633,9.613568865770546,3.776759197267,3.3682294037323626,2264,103.04961310878471,62,47,51,1880,1829,99.01412520609883
Maine,2019,5,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,0,NA,10,8,6,228,269,11512,11015,11243,16,157,75.87719298245614,9.248554913294797,62.5,NA,37.5,1.4231077114649116,NA,NA,NA,NA,NA,2.336692147324531,NA,15.387352130214355,0.8894423196655696,NA,20.27928488837499,NA,NA,NA,NA,10,NA,NA,NA,NA,97.66330785267547
Maryland,2019,5,197,92,479,7,63568,0,0,194,1054,91,792,711,0,0,61,49,63,1084,618,66803,65101,66185,88,623,65.59040590405904,12.376933895921239,69.31818181818183,55.68181818181818,71.5909090909091,1.329606406285412,294,27.121771217712176,2131,3.219762786129788,6.008583690987124,0.9251081538254271,89.36986301369862,10.742615396237818,0.9216589861751152,4.4420941300899,16.37833345924303,1.193623932915313,37.16564992961051,1825,85.64054434537776,61,49,98,1631,1533,99.07489184617458
Massachusetts,2019,30,4,18,93,0,67692,0,0,1471,88,10,0,1281,0,NA,109,89,100,1481,570,69924,67873,69354,139,1142,86.49561107359892,10.850897736143637,78.41726618705036,NA,71.94244604316546,2.0042102834731956,52,3.5111411208642807,1569,2.2623064278916862,5.2356020942408374,0.815170756821692,11.492178098676293,18.470455921792542,1.5716469129394124,0.7497765089252242,21.354211725351096,2.1339792946333307,0,1662,105.92734225621415,109,NA,10,191,181,99.18482924317831
Michigan,2019,30,240,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,0,NA,97,67,112,1150,836,105915,103929,105079,173,340,44.608695652173914,33.72319688109162,56.06936416184971,NA,64.73988439306359,1.6463803424090446,532,46.26086956521739,NA,NA,NA,0.7893121842987301,NA,4.882041130958612,0.9231149896744354,5.062857469142265,10.944146784800008,0.9992481846991311,NA,NA,NA,97,NA,NA,NA,NA,99.21068781570128
Minnesota,2019,6,210,28,87,4,60804,NA,NA,299,2577,345,308,597,0,NA,119,83,141,956,826,65250,63468,64424,182,415,62.44769874476987,30.485762144053602,65.38461538461539,NA,77.47252747252747,2.825034148764436,244,25.523012552301257,3529,5.477772258785546,NA,1.2659003831417623,NA,9.266732894573451,1.8471377126536694,3.78740841922265,14.839190363839563,1.7850490500434621,8.727684896571267,3312,93.8509492774157,119,NA,NA,NA,NA,98.73409961685824
Mississippi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2019,0,307,0,0,0,68945,0,13,383,1312,96,691,822,0,0,64,45,47,1183,1417,72857,70257,71440,91,731,69.48436179205409,11.070559610705596,70.32967032967034,49.45054945054945,51.64835164835166,1.2737961926091825,307,25.95097210481826,2482,3.4742441209406496,7.670654468684026,1.9449057743250477,79.34115019542155,11.50615901455767,0.8958566629339306,4.297312430011198,16.559350503919372,0.7558790593505039,27.84045124899275,1791,72.15954875100725,64,45,109,1421,1312,98.05509422567495
Montana,2019,21,128,0,98,12,9970,31,2,108,510,50,22,41,0,0,9,6,6,194,322,11125,10609,10803,12,29,21.1340206185567,29.268292682926827,75,50,50,1.1108025548458762,149,76.80412371134021,690,6.387114690363788,9.103840682788052,2.89438202247191,90.3598971722365,3.795242062390077,0.8331019161344071,13.792465056002962,17.957974636674997,0.3702675182819587,3.1884057971014492,778,112.75362318840581,9,6,64,703,639,97.1056179775281
Nebraska,2019,3,17,3,103,1,23846,16,0,133,881,48,2,117,0,0,28,25,27,184,155,25185,24846,25030,51,66,63.58695652173913,43.58974358974359,54.90196078431373,49.01960784313725,52.94117647058824,2.037554934079105,23,12.5,1064,4.250898921294446,4.671115347950429,0.6154457018066309,89.96569468267582,4.674390731122653,1.1186576108669595,0.9188973232121455,7.351178585697164,1.7578905313623652,0.18796992481203006,1166,109.58646616541354,28,25,49,1049,1000,99.38455429819338
Nevada,2019,90,32,140,1,0,31951,204,3,228,1084,202,97,239,0,0,36,32,40,530,965,34735,33240,33770,54,185,45.09433962264151,22.594142259414227,66.66666666666666,59.25925925925925,74.07407407407408,1.599052413384661,262,49.43396226415094,1611,4.770506366597572,13.721552878179386,2.7781776306319275,98.61386138613861,7.077287533313592,1.0660349422564406,7.758365413088541,15.694403316553155,0.8587503701510216,6.021104903786468,1515,94.04096834264432,36,32,205,1494,1289,97.22182236936807
New Hampshire,2019,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,0,NA,14,9,9,370,191,11672,11111,11481,21,192,57.567567567567565,9.859154929577464,66.66666666666666,NA,42.857142857142854,1.829108962633917,NA,NA,NA,NA,NA,1.6363947909527072,NA,18.552390906715445,1.219405975089278,NA,32.227157913073775,NA,NA,NA,NA,14,NA,NA,NA,NA,98.3636052090473
New Jersey,2019,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,0,NA,51,34,65,807,1046,96526,94673,95480,90,277,45.47707558859975,24.52316076294278,56.666666666666664,NA,72.22222222222221,0.9426057813154587,NA,NA,NA,NA,NA,1.0836458570747778,NA,3.8437369082530375,0.53414327607876,NA,8.452031839128612,NA,NA,NA,NA,51,NA,NA,NA,NA,98.91635414292523
New Mexico,2019,12,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,0,0,19,12,11,533,812,21562,20217,20750,31,287,59.66228893058161,9.748427672955975,61.29032258064516,38.70967741935484,35.483870967741936,1.4939759036144578,117,21.951219512195124,NA,NA,NA,3.7658844263055373,NA,15.325301204819278,0.9156626506024097,5.63855421686747,25.686746987951807,4.72289156626506,NA,NA,NA,19,12,NA,NA,NA,96.23411557369447
New York,2019,1663,0,0,8722,281,201483,NA,43,1685,3514,479,70,811,1,0,189,128,162,2558,6150,222427,213719,216277,287,524,31.704456606724,35.388409371146736,66.2020905923345,44.599303135888505,56.44599303135889,1.3270019465777685,1663,65.01172791243158,5748,2.65770285328537,NA,2.7649520966429435,NA,3.749820831618711,0.8785030308354563,7.689213369891389,11.82742501514262,0.38839081363251754,1.2178148921363952,14681,255.41057759220598,190,128,803,NA,NA,97.23504790335706
North Carolina,2019,12,57,219,0,0,115067,0,0,432,3527,508,175,589,0,0,165,102,139,1115,929,120638,118594,119709,234,355,52.82511210762332,39.72835314091681,70.51282051282051,43.58974358974359,59.401709401709404,1.9547402450943536,288,25.829596412556054,4642,3.877736845182902,12.589838909541513,0.7700724481506657,90.329079919409,4.920264975899891,1.3783424805152493,2.4058341478084357,9.314253731966687,1.9881546082583597,3.769926755708746,4467,96.23007324429126,165,102,508,4035,3527,99.22992755184934
North Dakota,2019,0,90,68,58,3,10563,0,0,163,930,78,66,99,0,0,12,7,9,310,82,11943,11551,11861,16,83,31.93548387096774,16.161616161616163,75,43.75,56.25,1.3489587724475172,158,50.967741935483865,1237,10.429137509484866,7.5771749298409725,0.6865946579586368,86.76948051948052,8.346682404519012,1.0117190793356379,13.320967877919232,26.136076216170643,4.468425933732401,5.335489086499596,1232,99.59579628132579,12,7,81,1069,988,99.31340534204136
Ohio,2019,0,849,160,58,0,127094,13,0,4887,99,11,0,3541,11,7,103,60,167,4898,2970,135132,127264,132162,257,3284,72.29481420988158,7.257836769274216,44.3579766536965,26.07003891050584,64.98054474708171,1.9445831630877257,1009,20.60024499795835,4997,3.7809657844160953,6.077348066298343,2.197850990142971,3.5806132542037585,26.792875410481077,0.8625777454941663,7.634569694768541,37.060577170442336,2.6331320651927177,0,5055,101.1606964178507,114,67,11,181,170,97.80214900985703
Oklahoma,2019,13,76,263,237,14,43822,661,145,350,1679,180,NA,78,26,15,16,13,57,689,325,47413,46399,47088,78,0,11.320754716981133,100,53.84615384615385,35.8974358974359,73.07692307692307,1.6564729867482162,352,51.088534107402026,2209,4.691216445803602,11.625514403292181,0.6854660114314639,NA,1.6564729867482162,0.891946992864424,7.475365273530412,14.632178049609243,5.5003397893306145,NA,NA,NA,42,28,339,2916,2577,99.31453398856853
Oregon,2019,24,59,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,1,0,69,46,55,1333,518,42187,40336,41669,94,1072,87.47186796699175,8.061749571183533,74.46808510638297,48.93617021276596,58.51063829787234,2.25587367107442,96,7.201800450112527,NA,NA,NA,1.22786640434257,NA,27.98243298375291,1.679905925268185,2.3038709832249396,31.9902085483213,1.7039045813434448,NA,NA,NA,70,46,NA,NA,NA,98.77213359565744
Pennsylvania,2019,0,121,72,2061,27,124817,209,10,1086,3350,271,590,725,0,0,113,89,115,1010,2634,134074,130430,131440,162,563,71.78217821782178,22.344827586206897,69.75308641975309,54.93827160493827,70.98765432098766,1.2325015216068167,193,19.10891089108911,5297,4.029975654290931,5.195681511470985,1.964586720766144,87.24061810154525,5.515824710894705,0.8597078514911747,1.4683505782105903,7.684114424832623,0.699939135727328,11.138380215216161,6795,128.28015858032848,113,89,308,5928,5620,98.03541327923385
Rhode Island,2019,0,49,5,138,10,9382,56,4,19,803,125,90,147,0,NA,11,10,11,248,81,10708,10379,10627,17,130,59.2741935483871,11.564625850340136,64.70588235294117,NA,64.70588235294117,1.5996988802107839,54,21.774193548387096,1037,9.758163169285782,12.235915492957746,0.7564437803511393,103.74429223744292,13.832690317116777,1.0350992754305073,5.08139644302249,23.336783664251435,4.4226969041121675,8.678881388621022,1095,105.59305689488909,11,NA,139,1136,997,99.24355621964887
South Carolina,2019,310,196,5,71,9,49402,312,20,395,1594,108,296,297,10,6,57,38,63,828,1246,53453,51379,52207,111,186,35.869565217391305,37.37373737373738,60.36036036036037,39.63963963963964,56.75675675675676,2.1261516654854713,511,61.71497584541063,2393,4.583676518474534,6.480605487228004,2.3310197743812324,97.10610932475883,5.688892294136802,1.2833528070948341,9.78795946903672,15.859942153351083,0.3830903901775624,12.369410781445884,2177,90.97367321353948,67,44,137,2114,1977,97.66898022561877
South Dakota,2019,138,8,4,68,7,11134,0,0,159,305,23,53,67,0,0,0,0,21,242,475,12224,11507,11749,28,39,27.685950413223143,41.7910447761194,0,0,75,2.383181547365733,150,61.98347107438017,540,4.5961358413482,7.444168734491314,3.885798429319372,71.70818505338077,5.702612988339433,0,12.767044003745,20.597497659375264,2.1278406672908337,9.814814814814815,562,104.07407407407408,0,0,30,403,373,96.11420157068062
Tennessee,2019,0,201,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,7,5,92,72,126,2228,855,86068,82985,85213,165,1409,70.64631956912028,10.48284625158831,60,46.666666666666664,76.36363636363637,1.9363242697710443,427,19.16517055655296,NA,NA,NA,0.99340056699354,NA,18.471360003755294,1.1617945618626266,5.01097250419537,26.146245291211436,2.6639127832607703,NA,NA,NA,99,77,NA,NA,NA,99.00659943300646
Texas,2019,2327,23,23,668,24,356485,11,0,1693,1277,1277,1653,1705,0,NA,126,75,286,4647,4948,375509,365914,370561,387,1318,36.69033785237788,22.697947214076247,32.55813953488372,NA,73.90180878552972,1.044362466638421,2373,51.06520335700452,5900,1.5921805046942339,39.94473441817624,1.3176781382070737,65.94452318283052,4.601131797463846,0.34002498913809065,6.403803962100707,12.54044543273577,1.5355096731712188,28.016949152542374,4939,83.71186440677965,126,NA,1301,3257,1956,98.68232186179291
Utah,2019,0,22,10,69,326,45168,54,2,62,1686,234,81,619,0,NA,63,46,77,705,353,48035,46977,47682,93,526,87.80141843971631,15.024232633279484,67.74193548387096,NA,82.79569892473118,1.9504215427205234,32,4.539007092198582,2063,4.3265802608950965,23.70307886967524,0.7348808160716145,99.74758098443417,12.98183801015058,1.3212533031332578,0.6711127888930833,14.785453630300742,1.1325028312570782,3.9263208919049926,2377,115.22055259331071,63,NA,562,2371,1809,99.26511918392839
Vermont,2019,0,0,0,92,2,4690,0,0,0,313,42,0,44,0,NA,14,13,14,44,54,5193,5095,5139,17,27,100,38.63636363636363,82.35294117647058,NA,82.35294117647058,3.3080365829928002,0,0,355,6.907958746837906,9.799554565701559,1.0398613518197575,100,8.561977038334307,2.7242654212881883,0,8.561977038334307,0,0,449,126.47887323943662,14,NA,44,449,405,98.96013864818023
Virginia,2019,613,50,24,14,0,91039,580,1,659,NA,274,125,929,0,NA,56,47,50,1705,1976,97400,93719,95424,107,822,54.48680351906159,11.517761033369215,52.336448598130836,NA,46.728971962616825,1.1213112005365526,687,40.29325513196481,3790,3.971747149564051,NA,2.028747433264887,NA,9.735496311200537,0.5868544600938967,7.1994466800804835,17.867622401073106,0.9326794097920859,3.2981530343007917,3679,97.0712401055409,56,NA,275,NA,NA,97.97125256673512
Washington,2019,0,192,117,1441,157,77803,0,0,347,3184,343,236,607,0,0,117,82,110,1083,384,83895,82428,83511,163,444,56.04801477377654,26.85337726523888,71.77914110429448,50.306748466257666,67.48466257668711,1.9518386799343799,309,28.53185595567867,4110,4.9215073463376084,9.75609756097561,0.4577150008939746,93.65862573099415,7.2685035504304825,1.4010130401982972,3.70011136257499,12.968351474656032,1.999736561650561,5.742092457420925,5472,133.13868613138686,117,82,500,5125,4625,99.54228499910602
West Virginia,2019,251,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,0,NA,6,4,5,623,396,18917,17898,18521,10,337,55.69823434991974,2.881844380403458,60,NA,50,0.5399276496949409,255,40.93097913322632,NA,NA,NA,2.0933551831685784,NA,18.735489444414448,0.3239565898169645,13.768155067220992,33.63749257599482,1.133848064359376,NA,NA,NA,6,NA,NA,NA,NA,97.90664481683142
Wisconsin,2019,8,130,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,0,NA,54,36,56,646,1010,62843,61187,61833,103,250,54.643962848297214,29.178470254957507,52.42718446601942,NA,54.36893203883495,1.665777174000938,156,24.148606811145513,NA,NA,NA,1.607179797272568,NA,5.708925654585739,0.873320071806317,2.522924651884916,10.447495673831126,2.2156453673604712,NA,NA,NA,54,NA,NA,NA,NA,98.39282020272742
Wyoming,2019,0,1,0,0,0,5618,1,0,6,178,24,9,33,0,0,12,11,16,39,83,5918,5796,5835,18,15,84.61538461538461,54.54545454545454,66.66666666666666,61.111111111111114,88.88888888888889,3.084832904884319,1,2.564102564102564,217,3.7189374464438734,11.822660098522167,1.402500844880027,97.59615384615384,5.655526992287918,2.056555269922879,0.1713796058269066,6.683804627249358,0.8568980291345331,4.147465437788019,208,95.85253456221197,12,11,24,203,179,98.59749915511998
National Average,2020,244.2340425531915,129.82608695652175,71.95744680851064,454.57142857142856,16.4,73589.58333333333,135.63636363636363,8.06060606060606,908.5555555555555,1655.5142857142857,251,301.25,838.54,3.081081081081081,1.5135135135135136,75.14,56.12244897959184,79.88,1357.52,1300.88,71233.46,68575.06,69932.58,126.08,696.0816326530612,60.56350054902037,15.335184104024432,62.040832075730556,45.71380273882087,63.35659898477157,1.8028792874508561,446.01757631822386,32.85532267062171,3116.319841269841,4.456177422983452,10.925848722134804,1.8262204306796272,76.72401156740398,11.756489359509706,1.1185213112555132,6.377822415792808,19.411839231442627,1.277527456140112,9.666851136732047,3286.0412698412697,105.44621339323983,78.22108108108108,57.63596249310535,275.46060606060604,2521.182683982684,2245.722077922078,98.17377956932036
Alabama,2020,0,0,0,593,18,49514,130,1,275,2322,80,0,374,0,0,95,79,62,374,2516,55449,52559,52933,106,268,100,28.342245989304814,89.62264150943396,74.52830188679245,58.490566037735846,2.0025315020875447,0,0,2677,5.057336633102224,3.1488549618320607,4.537502930620931,95.62043795620438,7.065535677176808,1.7947216292294033,0,7.065535677176808,0,0,3288,122.82405677997758,95,79,99,3144,3045,95.46249706937907
Alaska,2020,4,27,16,77,0,8406,1,0,38,179,20,96,70,1,1,6,4,9,154,590,9407,8663,8817,14,53,43.506493506493506,20.8955223880597,50,35.714285714285715,64.28571428571429,1.5878416695020983,47,30.519480519480517,333,3.776794828172848,7.2202166064981945,6.2719251621133205,88.21656050955414,7.598956561188612,0.7939208347510491,5.330611319042759,17.466258364523082,4.536690484291709,28.82882882882883,314,94.29429429429429,7,5,20,277,257,93.72807483788668
Arizona,2020,5,179,393,429,44,72105,175,4,539,2556,290,335,553,0,0,129,89,110,1212,1131,77608,75265,76477,188,365,45.62706270627063,33.99638336347197,68.61702127659575,47.340425531914896,58.51063829787234,2.458255423199132,577,47.60726072607261,3720,4.8642075395216855,9.662664379645513,1.4573239872178128,90.6687402799378,7.2309321756868075,1.686781646769617,7.544752016946272,15.847901983602911,1.072217790969834,9.005376344086022,3858,103.70967741935485,129,89,338,3498,3160,98.54267601278218
Arkansas,2020,152,15,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,25,16,6,3,29,625,408,34056,33023,33648,58,101,25.44,36.477987421383645,53.44827586206896,32.758620689655174,50,1.7237280076081787,277,44.32,NA,NA,NA,1.1980267794221282,NA,4.725392296718973,0.9213029006181646,8.232287208749407,18.574655254398476,5.6169757489301,NA,NA,NA,31,19,NA,NA,NA,98.80197322057788
California,2020,48,185,138,0,0,408799,0,0,231,0,2051,305,1787,0,0,699,616,596,2587,1878,413264,408799,411386,901,731,63.08465403942791,55.208333333333336,77.58046614872363,68.36847946725861,66.14872364039955,2.1901571759855707,371,14.340935446463085,2587,0.6288497907075108,100,0.4544310658562082,89.87730061349694,3.967077148954996,1.6991341465193275,0.9018294254058232,6.288497907075107,1.4195913327142877,11.789717819868574,2282,88.21028218013143,699,616,2051,2051,0,99.54556893414379
Colorado,2020,1121,0,95,2860,50,51917,476,10,398,1980,951,19,312,16,13,49,35,88,1428,2913,61574,57233,58661,109,154,18.417366946778714,41.44486692015209,59.63302752293578,44.03669724770643,80.73394495412845,1.8581340243091662,1216,85.15406162464986,3348,5.707369461823017,15.979137031768612,4.7308929093448535,101.41048244911045,4.48338759993863,1.1080615741293192,20.729274986788496,24.343260428564125,-0.8694021581630044,0.5675029868578256,6239,186.3500597371565,65,48,1011,6327,5316,95.26910709065515
Connecticut,2020,23,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,NA,NA,62,42,60,450,293,35020,34277,34727,91,277,81.77777777777779,24.728260869565215,NA,NA,65.93406593406593,2.620439427534771,NA,NA,NA,NA,NA,0.8366647629925758,NA,10.596941860799955,NA,NA,12.95821694934777,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.16333523700742
Delaware,2020,138,0,76,57,0,10090,1,0,131,283,25,91,33,0,0,5,3,9,247,185,10863,10431,10678,14,18,12.955465587044534,43.75,35.714285714285715,21.428571428571427,64.28571428571429,1.311106948866829,214,86.63967611336032,530,4.963476306424424,6.830601092896176,1.7030286292920926,73.79032258064517,2.9968158831241802,0.4682524817381532,20.041206218392958,23.131672597864767,0.09365049634763063,17.169811320754715,496,93.58490566037736,5,3,25,366,341,98.29697137070791
District of Columbia,2020,197,33,14,47,1,11487,3,0,195,327,27,80,34,NA,NA,4,NA,13,303,219,12386,11864,12167,14,20,11.221122112211221,41.17647058823529,NA,NA,92.85714285714286,1.1506534067559793,244,80.52805280528052,629,5.169721377496507,6.91358024691358,1.768125302761182,67.8391959798995,2.7944439878359497,NA,20.054245089175637,24.903427303361553,2.054738226349963,12.71860095389507,597,94.91255961844197,NA,NA,28,405,377,98.23187469723882
Florida,2020,152,476,316,NA,NA,196356,NA,NA,9501,NA,NA,NA,8079,0,0,178,107,161,9501,3788,209645,196356,205857,274,7805,85.03315440479949,3.391508850105211,64.96350364963503,39.05109489051095,58.75912408759124,1.3310210485919838,944,9.935796231975582,NA,NA,NA,1.806863984354504,NA,39.2456899692505,0.8646779074794638,4.585707554273112,46.1533977469797,2.3220002234560884,NA,NA,NA,178,107,NA,NA,NA,98.19313601564549
Georgia,2020,1207,235,103,1626,88,110870,236,11,2192,3861,407,0,899,0,0,119,83,132,2698,4016,123307,116593,119291,215,599,30.1704966641957,26.412776412776413,55.348837209302324,38.604651162790695,61.395348837209305,1.802315346505604,1545,57.2646404744255,6460,5.415328901593583,8.123294268742978,3.256911610857453,76.20504037191094,6.823649730490984,0.99756058713566,12.951521908610038,22.616961883126137,2.8417902440251153,0,8174,126.53250773993807,119,83,506,6229,5723,96.74308838914256
Hawaii,2020,70,14,10,302,11,14315,NA,1,76,586,95,110,198,NA,NA,26,14,40,293,216,15712,15203,15496,51,135,63.48122866894198,27.419354838709676,NA,NA,78.43137254901961,3.291171915332989,94,32.081911262798634,867,5.594992256066082,NA,1.374745417515275,NA,12.003097573567372,NA,6.066081569437275,18.908105317501292,0.8389261744966443,12.687427912341406,1070,123.41407151095734,NA,NA,107,NA,NA,98.62525458248473
Idaho,2020,18,171,17,374,38,19043,39,5,19,244,33,696,654,0,0,27,22,50,791,1293,21784,19700,20491,69,566,80.27812895069533,10.866141732283465,39.130434782608695,31.88405797101449,72.46376811594203,3.367331999414377,206,26.04298356510746,992,4.841149773071105,10.368349249658936,5.935549026808666,103.53107344632768,30.989214777219267,1.317651651944756,10.05319408520814,38.602313210677856,-2.4400956517495485,70.16129032258065,708,71.37096774193549,27,22,76,733,657,94.06445097319134
Illinois,2020,580,76,24,717,12,122643,563,10,706,2835,333,1189,1699,0,0,177,160,195,2250,1656,130664,126758,129008,307,1353,73.77777777777777,18.493975903614455,57.65472312703584,52.11726384364821,63.51791530944625,2.379697383108024,680,30.22222222222222,5063,3.924562817809748,7.941834451901567,1.2673728035266028,97.11058005648489,12.867419074786058,1.3720079374922485,5.270990946297904,17.44077886642689,-0.6976311546570756,23.484100335769305,4603,90.91447758246099,177,160,355,4470,4115,98.7326271964734
