State,Year,HLp,Tscr1r,NPr,LTFdiar,Dr,TDia3r,EIr,EI6r,PerTscr,PerTNscr,PerTscr1,PerPas1,PerNotPas1,PerPIS,PerNPIS,PerReferToOPS,PerReferStDia,PerOPS,PerNPOS,PerLTFscr,PerD,PerDHL,PerHL3,PerTDia3,PerLTFdia,PerEI,PerEI6,PerLTFei,Tscr1,PIS,NPIS,ReferToOPS,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInPaOut,ReInReOut,ReInNoOut,ReInStDia,TotPas,TotNotPas,TotPas1,TotNotPas1,TotNotPasNoscr,NoscrStDia,LTFscr,TDia,TDia3,HL,NHL,HL3,NHL3,LTFdia,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,LTFei
Colorado,2014,2.1515952541956107,978.8989979713531,11.58787729759636,7.438372164504826,3.2581299563533537,2.0593840290157988,0.8913751767381817,0.6915841888485892,97.9998795108139,NA,95.93198385444907,99.04545097731376,0.9545490226862392,NA,NA,NA,NA,NA,NA,NA,28.116710875331563,66.0377358490566,58.57142857142858,17.771883289124666,64.19098143236074,41.42857142857143,32.142857142857146,345.7142857142857,63695,NA,NA,NA,NA,NA,NA,58,45,66396,65068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64314,754,63087,608,NA,NA,NA,212,134,140,72,82,52,484,58,0,45,0,49
Commonwealth of the Northern Mariana Islands,2014,0.9551098376313276,986.6284622731614,5.730659025787966,0,1.9102196752626552,0.9551098376313276,0.9551098376313276,0,99.43019943019942,NA,98.10066476733144,99.51597289448209,0.48402710551790895,NA,NA,NA,NA,NA,NA,NA,33.33333333333333,50,0,16.666666666666664,0,100,0,0,1033,NA,NA,NA,NA,NA,NA,1,0,1053,1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041,6,1028,5,NA,NA,NA,2,1,1,1,0,1,0,1,0,0,0,0
Connecticut,2014,1.955531743905706,986.6863112777926,12.001071524243235,1.339405304045004,10.152692204661129,8.491829627645325,1.2054647736405038,0.9375837128315028,99.12110671516953,NA,97.80143915456307,98.87872288436999,1.1212771156300059,NA,NA,NA,NA,NA,NA,NA,84.59821428571429,19.261213720316622,69.86301369863014,70.75892857142857,11.160714285714286,61.64383561643836,47.94520547945205,68.4931506849315,36833,NA,NA,NA,NA,NA,NA,45,35,37661,37330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36882,448,36420,413,NA,NA,NA,379,317,73,306,51,266,50,45,0,35,0,16
Delaware,2014,1.224632610216935,966.9349195241427,12.071378586424073,7.085374387683696,4.286214135759272,1.7494751574527643,0.9622113365990203,0.7872638208537439,99.5125348189415,NA,96.22214484679665,99.91858150895604,0.081418491043966,NA,NA,NA,NA,NA,NA,NA,35.507246376811594,28.57142857142857,57.14285714285714,14.492753623188406,58.69565217391305,78.57142857142857,64.28571428571429,578.5714285714286,11054,NA,NA,NA,NA,NA,NA,11,9,11488,11432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11294,138,11045,9,NA,NA,NA,49,20,14,35,8,12,81,11,0,9,0,0
District of Columbia,2014,2.008752421264079,970.155678312648,37.09017863548318,31.78133295071382,2.7979051581892533,0.43044694741373124,0,0,96.13103448275862,NA,93.26206896551724,96.33956962212527,3.6604303778747322,NA,NA,NA,NA,NA,NA,NA,7.543520309477756,71.7948717948718,0,1.160541586073501,85.68665377176016,0,0,1582.142857142857,13523,NA,NA,NA,NA,NA,NA,0,0,14500,13939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13422,517,13028,495,NA,NA,NA,39,6,28,11,0,6,443,0,0,0,0,28
Florida,2014,1.0709163647342994,934.0419308574878,9.407080314009661,3.4486337560386473,4.91111865942029,2.962711352657005,0.8161609299516909,0.48120471014492755,96.8792848132507,NA,90.48931424706119,99.12822559056907,0.8717744094309223,NA,NA,NA,NA,NA,NA,NA,52.20661985957874,21.805955811719503,44.052863436123346,31.49448345035105,36.65997993981946,76.2114537444934,44.93392070484582,322.02643171806164,197987,NA,NA,NA,NA,NA,NA,173,102,218796,211968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209974,1994,196261,1726,NA,NA,NA,1041,628,227,814,100,528,731,173,0,102,0,36
Georgia,2014,1.5741553746727102,989.9064208136564,9.90373130196097,2.4522018399424126,6.858254823322813,4.943955322464542,1.21028026293932,0.6881985808870642,98.09196436885068,NA,97.1018653589497,99.14176808559945,0.8582319144005562,NA,NA,NA,NA,NA,NA,NA,69.24920127795528,22.952710495963093,61.80904522613066,49.92012779552716,24.76038338658147,76.88442211055276,43.71859296482412,155.77889447236183,125141,NA,NA,NA,NA,NA,NA,153,87,128876,126417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125165,1252,124067,1074,NA,NA,NA,867,625,199,668,123,502,310,120,33,75,12,11
Guam,2014,3.0343897505057313,971.0047201618341,12.137559002022925,3.3715441672285906,5.394470667565745,3.7086985839514495,2.3600809170600137,2.0229265003371544,99.66397849462365,NA,96.7741935483871,99.0625,0.9375,NA,NA,NA,NA,NA,NA,NA,44.44444444444444,56.25,66.66666666666666,30.555555555555557,27.77777777777778,77.77777777777779,66.66666666666666,111.11111111111111,2880,NA,NA,NA,NA,NA,NA,7,6,2976,2966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2930,36,2853,27,NA,NA,NA,16,11,9,7,6,5,10,7,0,6,0,0
Hawaii,2014,3.329876084939134,902.3964190185054,11.08139090561712,1.4738795785796168,9.116218134177629,5.5134013865385665,2.5110540968393473,1.3647033134996451,98.65898319689789,NA,89.02951314088754,99.17125400762204,0.8287459923779565,NA,NA,NA,NA,NA,NA,NA,82.26600985221675,36.52694610778443,77.04918032786885,49.75369458128079,13.30049261083744,75.40983606557377,40.98360655737705,44.26229508196721,16531,NA,NA,NA,NA,NA,NA,46,25,18568,18319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18116,203,16394,137,NA,NA,NA,167,101,61,106,47,54,27,46,0,25,0,9
Idaho,2014,1.905539676058255,990.4269316274216,23.093326074134566,7.213828773649109,14.88135747016923,12.975817794110975,1.3610997686130393,1.179619799464634,99.01617250673854,NA,98.06828391734052,97.74163994502977,2.2583600549702245,NA,NA,NA,NA,NA,NA,NA,64.44007858546169,12.804878048780488,83.33333333333334,56.188605108055015,31.237721021611005,71.42857142857143,61.904761904761905,378.57142857142856,21830,NA,NA,NA,NA,NA,NA,30,26,22260,22041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21532,509,21337,493,NA,NA,NA,328,286,42,286,35,251,159,30,0,26,0,7
Illinois,2014,1.6537412561765237,969.6991924674753,10.135833505598049,6.641638270773457,2.874042263758394,1.6203996985923195,1.1736228269639846,0.7801924474703761,99.15171310315645,NA,96.1473361278976,99.2504418267214,0.749558173278595,NA,NA,NA,NA,NA,NA,NA,28.35526315789474,57.540603248259856,50.403225806451616,15.986842105263158,65.52631578947368,70.96774193548387,47.17741935483871,401.6129032258065,145419,NA,NA,NA,NA,NA,NA,176,117,151246,149963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148443,1520,144329,1090,NA,NA,NA,431,243,248,183,125,118,996,176,0,117,0,62
Indiana,2014,2.0002909514111145,956.3815342837746,27.725244884104356,3.879352148191252,21.712249054407916,15.675007273785276,1.0910677916787896,0.5334109203762972,97.15100050643646,NA,92.91342292154945,97.2620103942198,2.7379896057802005,NA,NA,NA,NA,NA,NA,NA,78.31219938784434,9.212730318257957,58.18181818181818,56.53694796676869,13.9921294271972,54.54545454545454,26.666666666666668,193.93939393939394,78890,NA,NA,NA,NA,NA,NA,90,44,84907,82488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80201,2287,76730,2160,NA,NA,NA,1791,1293,165,1626,96,1197,320,90,0,44,0,41
Iowa,2014,1.7210819697397828,967.3508181561305,14.873230753422899,4.777929050322382,8.271468570988208,5.471499396336921,1.1816383672840298,0.8476970895733258,98.64183453693146,NA,95.42125934372228,98.82627861277817,1.1737213872218386,NA,NA,NA,NA,NA,NA,NA,55.613126079447326,20.80745341614907,77.61194029850746,36.787564766839374,32.12435233160622,68.65671641791045,49.25373134328358,277.6119402985075,37658,NA,NA,NA,NA,NA,NA,46,33,39465,38929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38350,579,37216,442,NA,NA,NA,322,213,67,255,52,161,186,46,0,33,0,15
Kansas,2014,1.7672751142417127,984.5994597187507,15.29955313186397,0.47968895957989344,12.724380822540331,9.72001312832942,1.3633265167007498,1.1361054305839582,98.64272550679883,NA,97.12357423917915,98.64355496294776,1.356445037052232,NA,NA,NA,NA,NA,NA,NA,83.16831683168317,13.88888888888889,67.14285714285714,63.53135313531353,3.1353135313531353,77.14285714285715,64.28571428571429,27.142857142857142,38999,NA,NA,NA,NA,NA,NA,54,45,40154,39609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39003,606,38470,529,NA,NA,NA,504,385,70,434,47,338,19,54,0,45,0,2
Kentucky,2014,1.5697120325902119,969.2784930764487,36.794797525834845,4.092463513538767,31.41292769981126,27.264403042251416,1.0464746883934746,0.6914207762599742,99.42588532570325,NA,96.37137230128944,96.48344868804102,3.5165513119589735,NA,NA,NA,NA,NA,NA,NA,85.37328593194515,4.997025580011898,53.57142857142857,74.09852717115287,11.12239715591671,66.66666666666666,44.047619047619044,260.7142857142857,51869,NA,NA,NA,NA,NA,NA,56,37,53822,53513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51544,1969,50045,1824,NA,NA,NA,1681,1459,84,1597,45,1414,219,52,4,34,3,19
Louisiana,2014,0.9290702889728968,0,56.35291856218363,16.595117575446917,38.332158646761066,0.5125905042609086,0.5766643172935222,0.32036906516306785,97.96622936413281,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.02160318362706,2.4237358963643962,55.172413793103445,0.9096077316657191,29.448550312677657,62.06896551724138,34.48275862068966,1786.2068965517242,0,NA,NA,NA,NA,NA,NA,36,20,63724,62428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58910,3518,0,0,NA,NA,NA,2393,32,58,2335,32,0,1036,34,2,18,2,7
Maine,2014,2.036825810656673,979.7132149258595,17.92406713377872,3.1774482646244095,13.361577317907772,9.45087176144696,1.0591494215414698,0.5703112269838684,97.95690343176376,NA,95.96967278531524,98.5031185031185,1.496881496881497,NA,NA,NA,NA,NA,NA,NA,74.54545454545455,15.24390243902439,60,52.72727272727272,17.727272727272727,52,28.000000000000004,156,12025,NA,NA,NA,NA,NA,NA,13,7,12530,12274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12054,220,11845,180,NA,NA,NA,164,116,25,139,15,101,39,13,0,7,0,10
Marshall Islands,2014,3.980099502487562,950.2487562189054,124.37810945273633,50.74626865671642,23.880597014925375,3.980099502487562,3.980099502487562,1.990049751243781,99.01477832512316,NA,94.08866995073892,89.52879581151832,10.471204188481675,NA,NA,NA,NA,NA,NA,NA,19.2,16.666666666666664,25,3.2,40.8,100,50,1275,955,NA,NA,NA,NA,NA,NA,4,2,1015,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880,125,855,100,NA,NA,NA,24,4,4,20,1,3,51,0,4,0,2,0
Maryland,2014,1.2090350477924443,980.9683659535731,12.147246244879382,2.403846153846154,7.66670459717797,5.291306326809285,0.9103322712790168,0.5831816112881202,99.07413931596228,NA,97.18859655303618,99.03575674970276,0.9642432502972479,NA,NA,NA,NA,NA,NA,NA,63.114754098360656,15.769944341372913,57.647058823529406,43.559718969555036,19.789227166276348,75.29411764705883,48.23529411764706,198.8235294117647,68966,NA,NA,NA,NA,NA,NA,64,41,70961,70304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69450,854,68301,665,NA,NA,NA,539,372,85,454,49,323,169,64,0,41,0,10
Massachusetts,2014,2.462677222322708,987.9648825010783,18.268334423218732,0.8487192687100859,15.750003478357657,13.55168143809219,2.087014595188736,1.4748236472667065,99.16389574911354,NA,97.97044661212213,98.26216764308246,1.7378323569175305,NA,NA,NA,NA,NA,NA,NA,86.21477532368621,15.636042402826856,70.05649717514125,74.18126428027418,4.645849200304646,84.7457627118644,59.887005649717516,34.463276836158194,71008,NA,NA,NA,NA,NA,NA,150,106,72479,71873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70560,1313,69774,1234,NA,NA,NA,1132,974,177,955,124,850,61,149,1,106,0,14
Michigan,2014,1.5477798752829395,965.5999212690006,9.868215042988917,4.374938491406691,4.795433602032691,2.862945434049368,0.7067896540309376,0.3489214747747667,99.09041746823996,NA,95.68169930584492,99.29304721666296,0.7069527833370395,NA,NA,NA,NA,NA,NA,NA,48.5947416137806,32.276119402985074,58.95953757225434,29.011786038077968,44.3336355394379,45.664739884393065,22.54335260115607,282.6589595375723,107928,NA,NA,NA,NA,NA,NA,79,39,112799,111773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110670,1103,107165,763,NA,NA,NA,536,320,173,363,102,218,489,79,0,39,0,84
Micronesia,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,2014,2.2903453136011276,977.8599953018557,8.588794926004228,1.6003053793751467,6.004815597838853,4.11087620389946,1.614987080103359,1.1304909560723513,98.42490101442155,NA,96.24577324354787,99.18923788361059,0.8107621163894061,NA,NA,NA,NA,NA,NA,NA,69.91452991452991,38.141809290953546,68.58974358974359,47.863247863247864,18.632478632478634,70.51282051282051,49.358974358974365,69.87179487179486,66604,NA,NA,NA,NA,NA,NA,110,77,69202,68112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67527,585,66064,540,NA,NA,NA,409,280,156,253,107,173,109,109,1,76,1,27
Mississippi,2014,1.6568679850347408,986.6381614110102,17.450561197220736,1.2560128273650453,14.404061998931054,11.117049706039552,1.0689470871191875,0.694815606627472,98.59043604268213,NA,97.27308654986167,98.59154929577466,1.4084507042253522,NA,NA,NA,NA,NA,NA,NA,82.54211332312404,11.50278293135436,69.35483870967742,63.70597243491577,7.197549770290965,64.51612903225806,41.935483870967744,75.80645161290323,36920,NA,NA,NA,NA,NA,NA,40,26,37955,37420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36767,653,36400,520,NA,NA,NA,539,416,62,477,43,373,47,40,0,26,0,9
Missouri,2014,1.663583491928293,977.6680552043546,17.194798972570837,5.60294920081449,9.875031608086346,7.173372017194799,1.23770611799465,0.7719027402547279,97.96607517699057,NA,95.77830219429198,98.39642803664529,1.6035719633547052,NA,NA,NA,NA,NA,NA,NA,57.43034055727554,16.846361185983827,50.4,41.71826625386997,32.585139318885446,74.4,46.400000000000006,336.8,73461,NA,NA,NA,NA,NA,NA,93,58,76699,75139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73847,1292,72283,1178,NA,NA,NA,742,539,125,617,63,476,421,93,0,58,0,10
Montana,2014,2.247752247752248,970.2797202797203,22.977022977022976,12.987012987012989,6.66000666000666,4.995004995004995,1.4152514152514153,0.9157509157509157,96.83972911963883,NA,93.96162528216703,98.03517803517803,1.964821964821965,NA,NA,NA,NA,NA,NA,NA,28.985507246376812,33.75,44.44444444444444,21.73913043478261,56.52173913043478,62.96296296296296,40.74074074074074,577.7777777777777,11655,NA,NA,NA,NA,NA,NA,17,11,12404,12012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11736,276,11426,229,NA,NA,NA,80,60,27,53,12,48,156,11,6,7,4,8
Nebraska,2014,2.670920354638869,978.5213488147791,5.341840709277738,0.48224950847646253,3.820899951775049,2.225766962199058,1.4838446414660384,1.2241718292094816,99.40629839958699,NA,97.27118519064828,99.50716506179393,0.4928349382060809,NA,NA,NA,NA,NA,NA,NA,71.52777777777779,69.90291262135922,66.66666666666666,41.66666666666667,9.027777777777777,55.55555555555556,45.83333333333333,18.055555555555554,26378,NA,NA,NA,NA,NA,NA,40,33,27118,26957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26813,144,26248,130,NA,NA,NA,103,60,72,31,48,12,13,40,0,33,0,5
Nevada,2014,1.707439135682534,917.8662898525126,13.836144720186052,5.505019282286791,7.153581206394065,4.327475050781595,1.471930289381495,1.089228414142306,95.671154171126,NA,87.81332732495916,98.67539048718689,1.3246095128131115,NA,NA,NA,NA,NA,NA,NA,51.70212765957447,23.868312757201647,43.103448275862064,31.27659574468085,39.787234042553195,86.20689655172413,63.793103448275865,322.41379310344826,31179,NA,NA,NA,NA,NA,NA,50,37,35506,33969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33499,470,30766,413,NA,NA,NA,243,147,58,185,25,122,187,50,0,37,0,4
New Hampshire,2014,1.5759787657597877,986.8115461181155,30.026542800265428,7.962840079628402,18.745852687458527,14.100862641008627,1.4100862641008625,0.9953550099535502,97.73814349412243,NA,96.44912849614917,97.13373119273766,2.866268807262335,NA,NA,NA,NA,NA,NA,NA,62.430939226519335,8.4070796460177,47.368421052631575,46.96132596685083,26.519337016574585,89.47368421052632,63.1578947368421,505.2631578947368,11897,NA,NA,NA,NA,NA,NA,17,12,12335,12056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11694,362,11556,341,NA,NA,NA,226,170,19,207,9,161,96,17,0,12,0,1
New Jersey,2014,1.224514176489328,980.4973717744505,8.42226823829245,3.1757725390251674,4.629260911118191,3.135950939789742,0.9258521822236381,0.5176807900605288,99.36393942091779,NA,97.4260814513656,99.37454944206966,0.6254505579303272,NA,NA,NA,NA,NA,NA,NA,54.96453900709219,26.451612903225808,63.41463414634146,37.234042553191486,37.70685579196218,75.60975609756098,42.27642276422765,259.3495934959349,98489,NA,NA,NA,NA,NA,NA,93,52,101091,100448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99602,846,97873,616,NA,NA,NA,465,315,123,342,78,237,319,93,0,52,0,19
New Mexico,2014,1.7146625632007033,958.6282699494394,8.485381402506047,3.033633765662783,4.4845020883710704,2.857770938667839,1.1431083754671356,0.6594856012310398,91.23179976735791,NA,87.45738237535599,99.24325811777656,0.7567418822234453,NA,NA,NA,NA,NA,NA,NA,52.84974093264248,38.23529411764706,41.02564102564102,33.67875647668394,35.751295336787564,66.66666666666666,38.46153846153847,176.9230769230769,21804,NA,NA,NA,NA,NA,NA,26,15,24931,22745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22552,193,21639,165,NA,NA,NA,102,65,39,63,16,49,69,25,1,15,0,9
New York,2014,0.6568934491069488,985.145881231814,21.54795553478991,19.572649177264086,1.952176306500932,1.3507949798537255,0.4903570817277223,0.29143864291364624,90.40529293926252,NA,89.06240198067007,98.11887790080674,1.8811220991932682,NA,NA,NA,NA,NA,NA,NA,9.05968226706741,33.649289099526065,61.97183098591549,6.26878488621726,90.8329755259768,74.64788732394366,44.36619718309859,2979.5774647887324,212958,NA,NA,NA,NA,NA,NA,106,63,239111,216169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211511,4658,208952,4006,NA,NA,NA,422,292,142,280,88,204,4231,106,0,63,0,22
North Carolina,2014,1.8496900741520197,979.1437168083393,6.404038078952993,2.0963154173722893,3.584288321467914,1.9647819009881458,1.3811019220335081,0.7892010983048617,99.15793764010597,NA,97.08987161198289,99.4282355904454,0.5717644095545947,NA,NA,NA,NA,NA,NA,NA,55.96919127086007,51.60550458715596,53.333333333333336,30.680359435173298,32.73427471116817,74.66666666666667,42.66666666666667,113.33333333333333,119105,NA,NA,NA,NA,NA,NA,168,96,122675,121642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120863,779,118424,681,NA,NA,NA,436,239,225,211,120,119,255,168,0,96,0,35
North Dakota,2014,1.8922967752109123,985.8866198848852,28.542143026097925,15.059528502720177,8.042261294646377,5.992273121501222,1.1038397855396986,0.709611290704092,98.8696601184908,NA,97.47427502338635,97.20889315419066,2.7911068458093413,NA,NA,NA,NA,NA,NA,NA,28.176795580110497,23.52941176470588,66.66666666666666,20.994475138121548,52.762430939226526,58.333333333333336,37.5,795.8333333333333,12504,NA,NA,NA,NA,NA,NA,14,9,12828,12683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12321,362,12155,349,NA,NA,NA,102,76,24,78,16,60,191,14,0,9,0,2
Ohio,2014,1.4931709387946304,986.5614615508483,29.45352871426271,7.480493624745649,20.867795816193585,17.90341233476307,0.9368915694397681,0.6075156270585997,97.19765795633212,NA,95.89146349271846,97.14955559182704,2.850444408172956,NA,NA,NA,NA,NA,NA,NA,70.84990059642146,7.15538407576289,58.333333333333336,60.785288270377734,25.39761431411531,62.745098039215684,40.68627450980392,500.98039215686276,134786,NA,NA,NA,NA,NA,NA,128,83,140561,136622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132598,4024,130944,3842,NA,NA,NA,2851,2446,204,2647,119,2327,1022,128,0,83,0,61
Oklahoma,2014,1.5071442552358583,1000,57.76081424936387,15.560775102759836,40.712468193384225,40.712468193384225,0.8416519866901546,0.3327461342728518,99.04233870967742,NA,99.04233870967742,94.22391857506362,5.776081424936387,NA,NA,NA,NA,NA,NA,NA,70.48458149779736,3.701923076923077,100,70.48458149779736,26.940020332090818,55.84415584415584,22.07792207792208,1032.4675324675325,51090,NA,NA,NA,NA,NA,NA,43,17,51584,51090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48139,2951,48139,2951,NA,NA,NA,2080,2080,77,2003,77,2003,795,37,6,17,0,34
Oregon,2014,2.3249055507120024,967.5630965953546,28.055350635995797,4.9180694341984665,20.991214539601636,15.760177050499632,1.8330986072921556,1.3636465249368475,97.3048812320543,NA,94.14861219872967,97.2991081742988,2.7008918257012153,NA,NA,NA,NA,NA,NA,NA,74.8207171314741,11.075612353567625,67.3076923076923,56.17529880478087,17.52988047808765,78.84615384615384,58.65384615384615,211.53846153846155,43282,NA,NA,NA,NA,NA,NA,82,61,45972,44733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43478,1255,42113,1169,NA,NA,NA,939,705,104,835,70,635,220,80,2,60,1,6
Palau,2014,0,929.1666666666667,0,0,0,0,0,0,99.5850622406639,NA,92.5311203319502,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,0,0,241,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,0,223,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
Pennsylvania,2014,1.4568552322955668,966.7618478751766,21.3939190862604,1.493276613102956,16.090966040704537,13.526900831864337,1.1217785288675863,1.005230110283941,97.08357495438666,NA,93.85669632123107,98.60909138857285,1.3909086114271507,NA,NA,NA,NA,NA,NA,NA,75.21280217909433,9.053870529651425,63,63.22778345250255,6.979911474293497,77,69,102.49999999999999,132719,NA,NA,NA,NA,NA,NA,154,138,141406,137282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134345,2937,130873,1846,NA,NA,NA,2209,1857,200,2009,126,1731,205,154,0,138,0,46
Puerto Rico,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,2014,2.565917536719165,983.98513537427,10.88302955229163,2.4774376216598832,7.697752610157495,5.574234648734737,1.7695983011856309,0.973279065652097,99.51571717883245,NA,97.92198644008101,99.26265623595,0.7373437640499956,NA,NA,NA,NA,NA,NA,NA,70.73170731707317,33.33333333333333,86.20689655172413,51.21951219512195,22.76422764227642,68.96551724137932,37.93103448275862,96.55172413793103,11121,NA,NA,NA,NA,NA,NA,20,11,11357,11302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11179,123,11039,82,NA,NA,NA,87,63,29,58,25,38,28,20,0,11,0,4
South Carolina,2014,1.4379505420695136,982.1391406353471,15.495809130985942,9.346678523451837,5.808563373886061,5.449075738368683,0.6432936635574139,0.5865324579494069,96.9548548052758,NA,95.22315777887843,98.65341270299947,1.3465872970005202,NA,NA,NA,NA,NA,NA,NA,37.48473748473749,24.7557003257329,93.42105263157895,35.16483516483517,60.317460317460316,44.73684210526316,40.78947368421053,650,51909,NA,NA,NA,NA,NA,NA,34,31,54513,52853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52034,819,51210,699,NA,NA,NA,307,288,76,231,71,217,494,34,0,31,0,36
South Dakota,2014,2.582765907490021,979.5726696407608,18.079361352430148,11.818110667605854,4.382875479377006,3.6784847773342726,0.07826563356030368,0.07826563356030368,98.60317950300971,NA,96.58897978083037,98.3381271971876,1.6618728028124004,NA,NA,NA,NA,NA,NA,NA,24.242424242424242,58.92857142857143,84.84848484848484,20.346320346320347,65.36796536796537,3.0303030303030303,3.0303030303030303,457.5757575757576,12516,NA,NA,NA,NA,NA,NA,1,1,12958,12777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12546,231,12308,208,NA,NA,NA,56,47,33,23,28,19,151,1,0,1,0,26
Tennessee,2014,1.0162121283735879,983.208867041641,46.225835420900886,15.089568464338045,28.312142553292052,25.889776433331757,0.6853523656473035,0.35449260292101903,97.06826940723069,NA,95.43838318957607,95.52922230100833,4.470777698991672,NA,NA,NA,NA,NA,NA,NA,61.24744376278118,3.589315525876461,81.3953488372093,56.007157464212675,32.64314928425358,67.44186046511628,34.883720930232556,1484.8837209302326,83207,NA,NA,NA,NA,NA,NA,58,30,87184,84628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80716,3912,79487,3720,NA,NA,NA,2396,2191,86,2310,70,2121,1277,57,1,30,0,28
Texas,2014,1.170261646134202,984.5327457485994,15.124552901665021,8.280680021019016,5.145597303067304,3.0005407065740273,0.18023552467576645,0.14215759692736507,98.72857780161503,NA,97.20151778687827,98.57646015326065,1.4235398467393434,NA,NA,NA,NA,NA,NA,NA,34.021483719368916,22.74296990626542,52.49457700650759,19.83887210473313,54.749916079221215,15.40130151843818,12.147505422993492,707.592190889371,387836,NA,NA,NA,NA,NA,NA,71,56,399002,393929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387971,5958,382315,5521,NA,NA,NA,2027,1182,461,1566,242,940,3262,71,0,56,0,329
Utah,2014,2.015269542301283,980.5061426965857,9.766306243460063,1.3564314227027865,7.092198581560283,5.755144750610395,1.4339417897143745,1.1045227299151261,98.91891891891892,NA,96.99060762890551,99.24505928853755,0.7549407114624507,NA,NA,NA,NA,NA,NA,NA,72.61904761904762,28.415300546448087,80.76923076923077,58.92857142857143,13.88888888888889,71.15384615384616,54.807692307692314,67.3076923076923,50600,NA,NA,NA,NA,NA,NA,74,57,52170,51606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51102,504,50218,382,NA,NA,NA,366,297,104,262,84,213,70,74,0,57,0,9
