State,Year,HLp,Tscr1r,NPr,LTFdiar,Dr,TDia3r,EIr,EI6r,PerTscr,PerTNscr,PerTscr1,PerPas1,PerNotPas1,PerPIS,PerNPIS,PerReferToOPS,PerReferStDia,PerOPS,PerNPOS,PerLTFscr,PerD,PerDHL,PerHL3,PerTDia3,PerLTFdia,PerEI,PerEI6,PerLTFei,Tscr1,PIS,NPIS,ReferToOPS,OPS,POS,NPOS,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInPaOut,ReInReOut,ReInNoOut,ReInStDia,TotPas,TotNotPas,TotPas1,TotNotPas1,TotNotPasNoscr,NoscrStDia,LTFscr,TDia,TDia3,HL,NHL,HL3,NHL3,LTFdia,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,LTFei
Vermont,2014,1.2096077414895454,964.575773284949,4.492828754104027,0,4.320027648176948,1.5552099533437014,1.2096077414895454,1.0368066355624677,98.99076291481354,NA,95.48409168662333,99.7312791114296,0.2687208885704049,NA,NA,NA,NA,NA,NA,NA,96.15384615384616,28.000000000000004,71.42857142857143,34.61538461538461,0,100,85.71428571428571,0,5582,NA,NA,NA,NA,NA,NA,7,6,5846,5787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5761,26,5567,15,NA,NA,NA,25,9,7,18,5,4,0,7,0,6,0,0
Virgin Islands,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,2014,1.5542647630244397,994.6995586286603,33.19750122049637,4.652831053412907,27.428787773117197,24.03132441291634,0.657573553587263,0.35867648377487077,99.23180353152868,NA,98.70583117473751,96.78776405541032,3.212235944589681,NA,NA,NA,NA,NA,NA,NA,82.62304921968787,5.666545586632765,48.07692307692308,72.3889555822329,14.015606242497,42.30769230769231,23.076923076923077,299.35897435897436,99837,NA,NA,NA,NA,NA,NA,66,36,101146,100369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97037,3332,96630,3207,NA,NA,NA,2753,2412,156,2597,75,2337,467,66,0,36,0,88
Washington,2014,2.1598527051269945,965.1708998206025,11.53101690114248,4.626569729015202,5.854027004060051,3.635161929940516,1.1330374846567841,0.8733830610896043,95.8158049486588,NA,92.47862667933234,99.0681976594886,0.9318023405113908,NA,NA,NA,NA,NA,NA,NA,50.76765609007165,36.895161290322584,65.02732240437157,31.525076765609008,40.122824974411465,52.459016393442624,40.43715846994536,214.20765027322406,81777,NA,NA,NA,NA,NA,NA,96,74,88428,84728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83751,977,81015,762,NA,NA,NA,496,308,183,313,119,189,392,96,0,74,0,87
West Virginia,2014,0.5650994575045208,1000,36.22287522603978,17.63110307414105,15.48372513562387,0.39556962025316456,0.4520795660036166,0.39556962025316456,97.59002922847847,NA,97.59002922847847,96.37771247739603,3.622287522603979,NA,NA,NA,NA,NA,NA,NA,42.74570982839314,3.64963503649635,70,1.0920436817472698,48.673946957878314,80,70,3120,17696,NA,NA,NA,NA,NA,NA,8,7,18133,17696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17055,641,17055,641,NA,NA,NA,274,7,10,264,7,0,312,8,0,7,0,0
Wisconsin,2014,1.8531457909286995,980.1470364857064,7.9746027888325175,1.4278336421909652,5.529057933590545,3.78224017984628,1.0632803718443358,0.607588783911049,99.11922793176652,NA,97.15141751607221,99.29486881460474,0.705131185395261,NA,NA,NA,NA,NA,NA,NA,69.33333333333334,33.51648351648351,50,47.42857142857143,17.904761904761905,57.377049180327866,32.78688524590164,77.04918032786885,64527,NA,NA,NA,NA,NA,NA,70,40,66419,65834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65309,525,64072,455,NA,NA,NA,364,249,122,242,61,188,94,70,0,40,0,18
Wyoming,2014,2.327949949076095,990.3972064600612,4.946893641786702,0.29099374363451186,4.364906154517678,3.6374217954313983,2.182453077258839,1.6004655899898153,98.31211557717064,NA,97.36804462880848,99.58865873365653,0.41134126634347,NA,NA,NA,NA,NA,NA,NA,88.23529411764706,53.333333333333336,81.25,73.52941176470588,5.88235294117647,93.75,68.75,12.5,6807,NA,NA,NA,NA,NA,NA,15,11,6991,6873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6839,34,6779,28,NA,NA,NA,30,25,16,14,13,12,2,15,0,11,0,0
US,2014,1.5892823112595096,960.5020925249578,16.334046872868505,5.626569973936595,9.405209225418924,6.705260207264281,1.0314991473370174,0.7006457958286689,97.85036343293864,NA,93.98547883166518,98.59872676447183,1.4012732355281683,NA,NA,NA,NA,NA,NA,NA,57.58039816232772,16.89789427506032,61.73941262372221,41.0508201638749,34.446882745772875,64.9034561090378,44.085672562063934,354.032127210774,3724684,NA,NA,NA,NA,NA,NA,4000,2717,3963042,3877851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3814510,63341,3672491,52193,NA,NA,NA,36472,26002,6163,30309,3805,22197,21819,3897,103,2668,49,1467
State/Territory average,2014,1.770212384051519,955.0784456360873,19.355144246929342,6.602125953165004,10.383768669261642,7.000392828956561,1.181821018205109,0.7979530246874216,98.05144607599999,NA,93.65305446678542,98.3472651566277,1.6527348433722988,NA,NA,NA,NA,NA,NA,NA,57.31799079029008,28.815913847199877,60.05976011973256,38.74686376693156,31.56595848380415,66.41778672878344,44.09087210728335,457.95470321482463,66512.21428571429,NA,NA,NA,NA,NA,NA,71.42857142857143,48.517857142857146,70768.60714285714,69247.33928571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68116.25,1131.0892857142858,65580.19642857143,932.0178571428571,NA,NA,NA,651.2857142857143,464.32142857142856,110.05357142857143,541.2321428571429,67.94642857142857,396.375,389.625,69.58928571428571,1.8392857142857142,47.642857142857146,0.875,26.196428571428573
State/Territory median,2014,1.717872266470243,979.3476978555057,12.991695482532716,3.694526365228166,6.759130741664737,4.045487853193511,1.1128091572036425,0.7022134486657821,98.64228002186513,NA,96.18474048734713,98.85143337379773,1.1485666262022598,NA,NA,NA,NA,NA,NA,NA,61.24744376278118,26.451612903225808,61.80904522613066,37.234042553191486,29.365079365079367,70.51282051282051,43.71859296482412,214.20765027322406,41140.5,NA,NA,NA,NA,NA,NA,46.5,33,48778,47911.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45808.5,595.5,40291.5,507.5,NA,NA,NA,365,246,72.5,254,48.5,167,186.5,46,0,33,0,10.5
State/Territory SD,2014,0.6899008262454912,131.63802039644654,18.941431776588654,8.561880040756527,9.258066563885325,7.852210655661503,0.6952833760912425,0.5331527349859649,1.7594047372163448,NA,13.055709578775632,1.685628045287858,1.6856280452878583,NA,NA,NA,NA,NA,NA,NA,21.800072797151884,18.620993706444487,18.90603727556434,21.06876591047553,21.7007014916512,21.59593928932594,19.66877596372758,649.7410258697793,86782.49566038162,NA,NA,NA,NA,NA,NA,117.36266359108762,87.40376340377374,89619.16912716195,88025.87924164467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87085.63476199734,1335.949580931933,85960.22493422485,1193.3573341409738,NA,NA,NA,796.6349389613953,649.3989978753882,147.41190523561795,736.6310780369439,94.86438543192395,618.8320836279198,721.0023720172809,117.44689736769848,7.108961785122893,87.5451942653681,3.598295050816049,47.542677341849064
Alabama,2015,1.2209796149490373,952.4702718006795,49.88321064552662,10.847253680634202,1.3271517553793886,0.6193374858437146,0.28312570781426954,0.08847678369195923,94.22121444529661,5.778785554703391,89.74290573210178,96.47382305948798,3.52617694051202,93.08465458663646,6.853411664779162,166.09863155176865,0.4905757810482829,89.78703559769936,37.10180055401662,5.0801960718930275,2.6605179141539552,92,44.927536231884055,1.241575026605179,21.745299751684993,23.18840579710145,7.246376811594203,888.4057971014493,53826,52604,3873,6433,5776,3633,2143,16,5,59978,56512,3466,28,7,653,1891,50060,2952,245,657,19,53693,2819,51928,1898,NA,NA,3047,75,35,69,6,31,4,613,16,0,5,0,21
Alaska,2015,1.7639959149568285,992.4798068888683,13.18354841704577,3.527991829913657,8.26292823321883,5.477671525392258,1.1141026831306284,0.5570513415653142,96.3847874720358,3.615212527964206,95.6599552572707,98.69036482694106,1.3096351730589337,95.27434778572092,4.345000464209451,97.86324786324786,10.897435897435898,86.02620087336244,6.852791878172589,2.111856823266219,62.676056338028175,21.34831460674157,63.1578947368421,41.54929577464789,26.76056338028169,63.1578947368421,31.57894736842105,200,10690,10262,468,458,394,367,27,12,6,11175,10771,404,41,0,0,0,10262,326,27,64,51,10629,142,10550,140,NA,NA,236,89,59,19,70,12,47,38,12,0,6,0,5
American Samoa,2015,2.865329512893983,964.6609360076409,42.97994269340974,4.7755491881566385,21.012416427889207,2.865329512893983,1.9102196752626552,1.9102196752626552,98.40225563909775,1.5977443609022555,94.92481203007519,96.23762376237623,3.762376237623762,89.7803247373448,8.213944603629416,82.55813953488372,40.69767441860465,95.77464788732394,10.294117647058822,1.0338345864661653,48.888888888888886,13.636363636363635,33.33333333333333,6.666666666666667,11.11111111111111,66.66666666666666,66.66666666666666,166.66666666666669,1010,940,86,71,68,61,7,2,2,1064,1047,17,18,2,0,0,940,43,5,3,35,1002,45,972,38,NA,NA,11,22,3,3,19,1,2,5,2,0,2,0,0
Arizona,2015,2.2232363300218814,980.9620762687074,9.957758509729583,3.6975930541416555,5.078339827523665,3.3114520073483815,0.9946057265887364,0.6786721428487849,98.81026708289976,1.1897329171002426,96.92912475430686,99.21630841901855,0.7836915809814634,95.33588420449094,4.156281812756696,108.67117117117118,5.461711711711711,92.48704663212435,10.280112044817926,0.05665394843334489,50.99882491186839,43.77880184331797,68.94736842105263,33.25499412455934,37.132784958871916,44.73684210526316,30.526315789473685,166.31578947368422,83834,81475,3552,3860,3570,3203,367,85,58,86490,85461,1029,381,53,68,0,81407,2754,314,290,194,84610,851,83177,657,NA,NA,49,434,283,190,244,131,152,316,85,0,58,0,27
Arkansas,2015,1.0263890014315427,961.888555762634,13.126975123571833,8.211112011452341,1.863706344704643,0.621235448234881,0.8913378170326554,0.3241228425573292,98.84925508623911,1.15074491376088,95.08196721311475,98.89363136021566,1.1063686397843422,95.44067201469358,4.408070658779677,246.07843137254903,1.1029411764705883,90.21414342629483,2.070107645597571,0.44054039621936236,14.19753086419753,55.072463768115945,23.684210526315788,4.732510288065844,62.55144032921811,86.8421052631579,31.57894736842105,800,35612,35335,1632,4016,3623,3548,75,33,12,37454,37023,431,56,0,2346,0,32989,1146,75,393,18,36537,486,35218,394,NA,NA,165,69,23,38,31,9,14,304,6,27,1,11,5
California,2015,2.2959157195495354,984.1735429965229,5.995121698064247,0.2968498624734029,4.579376200114173,2.555399865068244,1.9741553791063366,1.4821734392028647,99.52564041642822,0.47435958357178715,97.95050214763408,99.5252066542783,0.47479334572169224,96.97877419689657,3.005864341688723,84.85497237569061,15.6560773480663,95.5481403108977,0.6303236797274276,0.006611283394728741,76.38504155124653,50.13599274705349,66.54611211573237,42.62465373961219,4.951523545706371,85.98553345388788,64.55696202531645,12.929475587703434,474101,467171,14480,12287,11740,11666,74,951,714,484021,481725,2296,0,74,0,0,467171,11666,0,547,2267,478837,2888,471850,2251,NA,NA,32,2206,1231,1106,1100,736,495,143,951,0,714,0,26
Colorado,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Commonwealth of the Northern Mariana Islands,2015,2.73224043715847,990.8925318761385,13.66120218579235,0,3.6429872495446265,2.73224043715847,1.8214936247723132,1.8214936247723132,99.1869918699187,0.8130081300813009,98.2836495031617,98.62132352941177,1.3786764705882353,93.71584699453553,5.373406193078324,116.94915254237289,0,84.05797101449275,6.896551724137931,0.27100271002710025,26.666666666666668,75,100,20,0,66.66666666666666,66.66666666666666,0,1088,1029,59,69,58,54,4,2,2,1107,1098,9,10,0,0,0,1029,44,4,11,0,1083,15,1073,15,NA,NA,3,4,3,3,1,3,0,0,2,0,2,0,0
Connecticut,2015,2.788984863664672,986.4883160488479,15.650808264060005,1.976659175218651,12.780590831550729,9.774985784300453,1.6788064227884434,1.1101784408762285,99.13031807811032,0.8696819218896793,97.79090055026171,98.5122968818621,1.4877031181379008,NA,NA,NA,NA,NA,NA,0.22547309086028722,81.66089965397923,21.822033898305087,61.165048543689316,62.45674740484429,12.629757785467127,60.19417475728155,39.80582524271845,70.87378640776699,36432,NA,NA,NA,NA,NA,NA,62,41,37255,36931,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,36353,578,35890,542,NA,NA,84,472,361,103,369,63,298,73,62,0,41,0,25
Delaware,2015,2.1872265966754156,962.3797025371829,9.448818897637794,4.199475065616798,4.286964129483814,1.4873140857392826,1.3998250218722659,0.5249343832020997,99.58180867746994,0.4181913225300575,95.83551141313818,99.28181818181818,0.7181818181818181,NA,NA,NA,NA,NA,NA,0.13939710751001916,45.370370370370374,51.02040816326531,44,15.74074074074074,44.44444444444444,64,24,192,11000,NA,NA,NA,NA,NA,NA,16,6,11478,11430,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,11322,108,10921,79,NA,NA,16,49,17,25,24,11,6,48,16,0,6,0,0
District of Columbia,2015,1.04629871828407,976.1095125991804,31.824919347807132,29.645130351381983,1.656639637283111,0.6975324788560467,0,0,92.76874545013347,7.231254549866538,90.5524549057672,96.97186243858866,3.028137561411344,93.09442845932514,4.499084488621501,154.26356589147287,0,58.417085427135675,7.311827956989248,7.142279382027016,5.205479452054795,63.1578947368421,41.66666666666667,2.191780821917808,93.15068493150685,0,0,2833.333333333333,11195,10677,516,796,465,431,34,0,0,12363,11469,894,265,11,4,0,10673,162,23,331,0,11104,365,10856,339,NA,NA,883,19,8,12,7,5,3,340,0,0,0,0,12
Florida,2015,NA,961.5136638697259,38.43567803557119,2.7677740833187503,NA,NA,0.8750034539610024,0.5203967910399646,96.82039300317025,3.1796069968297562,93.09413081378499,98.56263620470818,1.4373637952918075,NA,NA,NA,NA,NA,NA,1.506200032995501,NA,NA,NA,NA,7.20105439731608,NA,NA,NA,208785,NA,NA,NA,NA,NA,NA,190,113,224273,217142,7131,NA,NA,NA,NA,NA,NA,NA,NA,NA,208796,8346,205784,3001,NA,NA,3378,NA,NA,NA,NA,NA,NA,601,190,0,113,0,56
Georgia,2015,1.7208889442618867,987.8603354565417,10.706888227873728,2.7565370419398545,7.1249474389123355,5.326190216629549,1.3081870707511174,0.8098300914173584,97.15984747609248,2.840152523907517,95.98035952063914,99.08326304753948,0.9167369524605282,NA,NA,NA,NA,NA,NA,1.8921740709357222,66.54545454545455,24.153005464480877,65.15837104072398,49.74545454545454,25.745454545454542,76.01809954751131,47.05882352941176,160.18099547511312,126863,NA,NA,NA,NA,NA,NA,168,104,132176,128422,3754,NA,NA,NA,NA,NA,NA,NA,NA,NA,127047,1375,125700,1163,NA,NA,2501,915,684,221,694,144,540,354,136,32,91,13,8
Guam,2015,1.0169491525423728,965.4237288135594,12.88135593220339,1.3559322033898307,3.728813559322034,1.3559322033898307,0.6779661016949153,0.33898305084745767,99.72954699121027,0.2704530087897228,96.28127112914132,99.08707865168539,0.9129213483146067,94.30508474576271,5.593220338983051,114.54545454545455,0,91.005291005291,12.209302325581394,0,28.947368421052634,27.27272727272727,33.33333333333333,10.526315789473683,10.526315789473683,66.66666666666666,33.33333333333333,133.33333333333331,2848,2782,165,189,172,151,21,2,1,2958,2950,8,3,0,21,0,2761,127,21,17,0,2912,38,2822,26,NA,NA,0,11,4,3,8,1,3,4,2,0,1,0,0
Hawaii,2015,4.058129969838223,986.0707430765012,13.435700575815739,1.2613106663010694,11.242116808335618,7.129147244310392,2.1935837674801206,1.7000274197970935,99.16793561018056,0.8320643898194474,97.78659995649338,98.77092486513543,1.2290751348645794,94.76830271455992,4.304908143679737,110.828025477707,12.48407643312102,98.39080459770115,15.537383177570094,0.04350663476180117,83.6734693877551,36.09756097560975,63.51351351351351,53.06122448979592,9.387755102040817,54.054054054054056,41.891891891891895,31.08108108108108,17981,17281,785,870,856,723,133,40,31,18388,18235,153,167,2,11,3,17267,545,128,14,98,17990,245,17760,221,NA,NA,8,205,130,74,131,47,83,23,40,0,31,0,7
Idaho,2015,2.8619452141916137,986.5988279652931,23.077272520783172,5.496751919320401,16.308544950710946,14.21887066733294,1.7716803706900468,1.362831054376959,99.36803141786666,0.6319685821333454,98.03638333408567,97.76222488258587,2.2377751174141265,97.16076863671466,2.612092854222505,71.47826086956522,57.913043478260875,68.1265206812652,15.714285714285714,0.5236311109104862,70.66929133858267,17.548746518105848,79.36507936507937,61.61417322834646,23.818897637795274,61.904761904761905,47.61904761904761,192.06349206349208,21718,21388,575,411,280,236,44,39,30,22153,22013,140,38,12,112,7,21269,86,25,131,333,21505,508,21232,486,NA,NA,116,359,313,63,296,50,263,121,39,0,30,0,17
Illinois,2015,1.844725671440473,973.5192605228706,11.19398050805993,4.820089657634784,5.382102855027043,3.834913582206001,1.1835336745084037,0.8661615159810105,99.16727864036929,0.8327213596307176,96.54125577003776,99.12046564382594,0.8795343561740596,96.50427791222015,3.2259557530315655,105.77987292477967,12.338593974175035,87.59930246076341,9.975669099756692,0.11146663869072597,48.080330773774364,34.27518427518427,63.799283154121866,34.25871234494979,43.059657412876554,64.15770609318996,46.95340501792115,261.2903225806451,147237,145955,4879,5161,4521,4070,451,179,131,152512,151242,1270,326,82,425,51,145479,3319,318,640,602,149549,1693,145942,1295,NA,NA,170,814,580,279,535,178,402,729,179,0,131,0,89
Indiana,2015,1.359087847589724,949.1604926392765,40.91696334071009,4.52227460790917,33.20744732031175,23.681805061098817,0.9501587607043201,0.7456942172616184,98.99980948752143,1.0001905124785673,93.96670794437036,95.99199158609679,4.008008413903215,NA,NA,NA,NA,NA,NA,0.4119832349018861,81.15814226925337,4.092720028975009,55.75221238938053,57.8777189888301,11.052322163433274,69.91150442477876,54.86725663716814,332.7433628318584,78917,NA,NA,NA,NA,NA,NA,79,62,83984,83144,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,79742,3402,75754,3163,NA,NA,346,2761,1969,113,2648,63,1906,376,79,0,62,0,16
Iowa,2015,1.7406885959298606,971.6370152310252,14.94944323563292,2.0990656597977733,9.52259055420453,6.246000255983617,0.6399590426212722,0.40957378727761423,98.92127320148894,1.0787267985110531,96.11557063634753,98.74594936375372,1.2540506362462787,94.24804812492,5.255343658005888,98.63614223088165,10.813443740867024,91.55555555555556,10.302049622437973,0.020257780253728697,63.6986301369863,18.27956989247312,51.470588235294116,41.78082191780822,14.04109589041096,36.76470588235294,23.52941176470588,120.58823529411764,37957,36818,2053,2025,1854,1663,191,25,16,39491,39065,426,183,11,0,0,36818,1480,180,171,222,38481,584,37481,476,NA,NA,8,372,244,68,304,35,209,82,25,0,16,0,23
Kansas,2015,1.4310461700685395,983.7563706660642,19.356782405663928,1.4812583163867339,16.570008285004143,13.582385579071579,1.230197584795762,0.9289247068865958,98.96884162401233,1.0311583759876757,97.36122844506286,98.30287872601062,1.6971212739893833,NA,NA,NA,NA,NA,NA,0.009938875913134224,85.60311284046692,8.636363636363637,68.42105263157895,70.16861219195849,7.652399481193256,85.96491228070175,64.91228070175438,103.50877192982458,39184,NA,NA,NA,NA,NA,NA,49,37,40246,39831,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,39060,771,38519,665,NA,NA,4,660,541,57,603,39,502,59,49,0,37,0,2
Kentucky,2015,1.6893794346210158,950.9516837481699,29.057326275481472,4.655178886511244,23.163269136914817,19.277696437286483,1.4078161955175132,0.9385441303450088,99.4827360833598,0.5172639166402121,94.6032753823458,99.73747063816349,0.2625293618365212,96.81458122160905,3.1854187783909595,53.62404242781379,69.9469652327637,75.93406593406593,20.549927641099856,0.1942073910851338,79.71576227390182,7.293354943273905,50,66.343669250646,16.020671834625322,83.33333333333334,55.55555555555556,275.55555555555554,50661,51577,1697,910,691,549,142,75,50,53551,53274,277,0,0,346,54,51177,203,88,219,1187,51726,1548,50528,133,NA,NA,104,1234,1027,90,1144,45,982,248,74,1,50,0,10
Louisiana,2015,1.3153773880363293,981.8822424052615,51.315377388036325,8.29940494832446,37.50391481365487,31.772627622925146,1.0178515502662073,0.5793924209207642,98.69407310099683,1.3059268990031683,96.90595780851558,95.02416152337209,4.975838476627913,94.52552458502976,5.125274036955841,125.42010388023219,0,81.29110840438489,8.091099790230746,0.42346031991345334,73.08513884650594,3.507306889352818,41.66666666666667,61.91638693927373,16.173329264571255,77.38095238095238,44.047619047619044,630.952380952381,62703,60364,3273,4105,3337,3067,270,65,37,64705,63860,845,255,8,522,47,59795,2290,215,768,0,60583,3277,59583,3120,NA,NA,274,2395,2029,84,2311,35,1994,530,52,13,32,5,4
Maine,2015,2.5634664682047466,976.267262052427,14.884644008930785,1.6538493343256429,11.16348300669809,7.359629537749111,1.075002067311668,0.7442322004465393,97.74490785645004,2.255092143549952,95.42515357258326,98.65322717262409,1.3467728273759105,NA,NA,NA,NA,NA,NA,0.008082767539605561,75,22.962962962962962,32.25806451612903,49.44444444444444,11.11111111111111,41.935483870967744,29.03225806451613,64.51612903225806,11806,NA,NA,NA,NA,NA,NA,13,9,12372,12093,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,11913,180,11647,159,NA,NA,1,135,89,31,104,10,79,20,13,0,9,0,15
Marshall Islands,2015,5.107252298263534,941.7773237997957,89.8876404494382,8.171603677221656,26.557711950970376,4.085801838610828,3.0643513789581203,1.021450459652707,96.35826771653542,3.6417322834645667,90.74803149606299,92.29934924078091,7.70065075921909,84.78038815117466,14.198161389172625,105.75539568345324,1.4388489208633095,88.43537414965986,53.07692307692308,0.4921259842519685,29.545454545454547,19.230769230769234,0,4.545454545454546,9.090909090909092,60,20,160,922,830,139,147,130,61,69,3,1,1016,979,37,3,7,0,0,830,58,62,17,2,891,88,851,71,NA,NA,5,26,4,5,21,0,4,8,0,3,0,1,0
Maryland,2015,1.5060889022763457,981.7117776152157,15.233013468737898,2.4527733551357636,10.399185277622387,6.583760058522311,1.17618371415867,0.7458725992225713,99.1255758403003,0.8744241596997099,97.31274526531308,98.8647321819935,1.1352678180064872,96.35383048610812,3.0724213606437454,109.1970121381886,9.523809523809524,69.30312099187687,8.636644046884639,0.027014730137064208,68.26741996233523,14.482758620689657,55.23809523809524,43.22033898305085,16.101694915254235,78.0952380952381,49.523809523809526,162.85714285714286,68442,67175,2142,2339,1621,1481,140,82,52,70332,69717,615,388,12,1,0,67174,1092,128,718,204,68655,1062,67665,777,NA,NA,19,725,459,105,620,58,401,171,82,0,52,0,7
Massachusetts,2015,2.550555656768082,988.1160923245092,17.573608755973485,0.7847863559286405,15.793825413063889,13.453480387348122,2.1581624788037614,1.5275305856468182,99.11795755083898,0.8820424491610178,97.94004889432159,98.34772865875279,1.6522713412472165,NA,NA,NA,NA,NA,NA,0.027780864540504498,89.87240829346092,16.149068322981368,69.78021978021978,76.55502392344498,4.4657097288676235,84.61538461538461,59.89010989010989,30.76923076923077,70509,NA,NA,NA,NA,NA,NA,154,109,71992,71357,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,70103,1254,69344,1165,NA,NA,20,1127,960,182,945,127,833,56,154,0,109,0,15
